Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
MK-4827,MITOMYCINE,NCIH1650,687800,-0.1789956997,lung,-0.1789957,-4.6064277,4.427432
ZOLINZA,MK-4827,SK-OV-3,905959,26.3489144234,urogenital_system,26.348915,21.90721,4.4417057
SUNITINIB,VINBLASTINE,A375,906793,1.1331448356,skin,1.1331449,-3.310129,4.4432735
ERLOTINIB,CARBOPLATIN,UWB1289,1480374,5.9474098761,urogenital_system,5.94741,1.5021477,4.4452624
MK-4827,OXALIPLATIN,OVCAR3,905933,9.0385144968,urogenital_system,9.038514,4.582433,4.456081
SN-38,ERLOTINIB,HT144,907067,11.9553383751,skin,11.9553385,16.412865,4.457526
ERLOTINIB,SORAFENIB,LNCAP,907788,-8.0972607244,urogenital_system,-8.09726,-3.6369421,4.4603186
DEXAMETHASONE,MK-8776,LOVO,907790,5.4182114906,digestive_system,5.4182115,9.88352,4.4653087
GEMCITABINE,MK-4827,MDAMB436,1240172,3.3614398311,breast,3.36144,7.828419,4.466979
L778123,ERLOTINIB,UWB1289,1480374,20.2701314945,urogenital_system,20.270132,15.802968,4.467164
AZD1775,VINORELBINE,LNCAP,907788,1.7648256099,urogenital_system,1.7648256,-2.707177,4.4720025
SUNITINIB,CYCLOPHOSPHAMIDE,SW837,909755,-1.079094363,digestive_system,-1.0790944,3.3934593,4.4725537
AZD1775,VINORELBINE,T-47D,905945,-13.6059884367,breast,-13.6059885,-18.07953,4.473542
SORAFENIB,PACLITAXEL,A375,906793,14.5191538365,skin,14.519154,10.043874,4.47528
VINORELBINE,MK-8776,RPMI7951,910903,-15.4764052125,skin,-15.476405,-19.952444,4.476039
SUNITINIB,METFORMIN,OVCAR3,905933,0.6212076757,urogenital_system,0.62120765,5.103889,4.4826813
ZOLINZA,ERLOTINIB,OVCAR3,905933,9.6319508844,urogenital_system,9.631951,5.145232,4.486719
ERLOTINIB,ABT-888,HCT116,905936,-3.424746588,digestive_system,-3.4247465,1.0639592,4.4887056
BEZ-235,ERLOTINIB,OV90,1240197,23.6579838694,urogenital_system,23.657984,28.147564,4.48958
ABT-888,SUNITINIB,RPMI7951,910903,4.8933378137,skin,4.8933377,0.39635503,4.4969826
ERLOTINIB,ABT-888,SK-OV-3,905959,0.8057792608,urogenital_system,0.8057793,5.3067813,4.501002
5-FU,MK-4827,NCIH23,905942,-10.5263423251,lung,-10.526342,-15.030613,4.5042706
PACLITAXEL,MK-4541,OVCAR3,905933,-4.230089164,urogenital_system,-4.230089,0.27458438,4.5046735
MK-4827,DOXORUBICIN,MSTO,908152,-7.5511270354,lung,-7.551127,-3.0461352,4.5049915
MK-4827,MK-2206,OVCAR3,905933,11.1932663366,urogenital_system,11.193266,6.6691785,4.5240874
SORAFENIB,SUNITINIB,UACC62,905976,3.854611654,skin,3.8546116,8.379239,4.5246277
PACLITAXEL,DINACICLIB,VCAP,1299075,-9.0798561277,urogenital_system,-9.079856,-4.553795,4.526061
MK-8776,VINORELBINE,LOVO,907790,10.657102158,digestive_system,10.657103,6.1290016,4.528101
MK-8776,PACLITAXEL,NCIH23,905942,-4.2528115457,lung,-4.2528114,0.28667104,4.5394826
VINBLASTINE,MK-4827,NCIH520,908443,-18.6602275919,lung,-18.660227,-14.119815,4.540412
BORTEZOMIB,PACLITAXEL,UACC62,905976,-18.6468268271,skin,-18.646828,-14.09938,4.547448
MK-4827,MRK-003,HT144,907067,3.0311698293,skin,3.03117,-1.5273256,4.5584955
ETOPOSIDE,MK-4827,RKO,909698,9.0151431461,digestive_system,9.015143,4.4500318,4.5651116
MK-5108,PACLITAXEL,NCIH23,905942,1.9418073249,lung,1.9418073,6.5158777,4.5740705
DEXAMETHASONE,BEZ-235,SKMEL30,909726,41.0177785296,skin,41.01778,36.43719,4.5805893
METHOTREXATE,ERLOTINIB,UACC62,905976,8.6466050994,skin,8.6466055,4.0601954,4.58641
MRK-003,DEXAMETHASONE,A375,906793,3.0534026824,skin,3.0534027,7.646205,4.592802
DEXAMETHASONE,MK-4541,SW837,909755,1.9271210569,digestive_system,1.927121,-2.6676426,4.5947638
MK-4827,VINBLASTINE,NCIH520,908443,-18.6602275919,lung,-18.660227,-14.061097,4.5991297
ERLOTINIB,MK-8669,HT144,907067,36.793717447,skin,36.793716,32.193047,4.60067
GEMCITABINE,SUNITINIB,RKO,909698,-10.7329733409,digestive_system,-10.732973,-6.1305537,4.6024194
MK-4541,DEXAMETHASONE,OVCAR3,905933,14.7033622195,urogenital_system,14.703362,10.100742,4.60262
DINACICLIB,MK-4827,MDAMB436,1240172,2.3345197631,breast,2.3345199,6.9447346,4.6102147
VINORELBINE,AZD1775,LNCAP,907788,1.7648256099,urogenital_system,1.7648256,-2.8455229,4.6103487
VINBLASTINE,MK-4827,RKO,909698,0.4428170359,digestive_system,0.44281703,-4.1696854,4.6125026
MRK-003,DEXAMETHASONE,MDAMB436,1240172,0.3400579811,breast,0.34005797,4.9543633,4.6143055
OXALIPLATIN,MK-4827,RKO,909698,-6.0000534545,digestive_system,-6.0000534,-1.3755383,4.624515
SUNITINIB,MRK-003,NCIH520,908443,19.9666179813,lung,19.966618,15.341678,4.62494
PACLITAXEL,MK-8669,T-47D,905945,24.608121347,breast,24.608122,19.97283,4.635292
SUNITINIB,CARBOPLATIN,SK-OV-3,905959,-3.5699542831,urogenital_system,-3.5699544,1.0786746,4.648629
AZD1775,MK-4827,OV90,1240197,-1.4620063729,urogenital_system,-1.4620063,-6.111944,4.6499376
SUNITINIB,GEMCITABINE,NCIH23,905942,-8.3067137626,lung,-8.306714,-3.6555436,4.6511707
ERLOTINIB,GELDANAMYCIN,MSTO,908152,-22.2118545349,lung,-22.211855,-26.8675,4.6556454
CARBOPLATIN,ERLOTINIB,OV90,1240197,-11.5626831931,urogenital_system,-11.562683,-6.900713,4.66197
VINBLASTINE,SUNITINIB,SK-OV-3,905959,4.8199995606,urogenital_system,4.8199997,9.488609,4.6686096
LAPATINIB,SUNITINIB,OV90,1240197,1.9711810047,urogenital_system,1.971181,-2.6977246,4.6689057
SORAFENIB,DEXAMETHASONE,SW837,909755,0.3770266011,digestive_system,0.3770266,5.0567317,4.679705
VINORELBINE,TEMOZOLOMIDE,HT144,907067,-26.7914736332,skin,-26.791473,-31.472809,4.6813354
TOPOTECAN,SUNITINIB,SKMES1,909728,-5.0059115616,lung,-5.0059114,-9.707557,4.7016454
PACLITAXEL,DASATINIB,SW837,909755,26.4629058556,digestive_system,26.462906,31.165157,4.7022514
DEXAMETHASONE,BEZ-235,NCIH1650,687800,27.2335107453,lung,27.233511,22.53098,4.702532
MK-5108,ERLOTINIB,NCIH2122,722046,-1.527899187,lung,-1.5278991,-6.2362213,4.708322
TOPOTECAN,MK-4827,A2058,906792,-1.5630949819,skin,-1.563095,3.1494858,4.7125807
SUNITINIB,VINORELBINE,MSTO,908152,9.9936402555,lung,9.99364,14.706794,4.713154
VINBLASTINE,SUNITINIB,MDAMB436,1240172,-5.8856345285,breast,-5.8856344,-10.599408,4.7137737
DEXAMETHASONE,ABT-888,NCIH23,905942,3.568581256,lung,3.5685813,-1.1453238,4.7139053
MK-4827,BORTEZOMIB,OCUBM,909256,5.2910756033,breast,5.2910757,0.5752698,4.715806
L778123,DEXAMETHASONE,SK-OV-3,905959,18.6252506872,urogenital_system,18.62525,13.906839,4.7184105
ABT-888,SUNITINIB,NCIH520,908443,9.9959200504,lung,9.99592,5.275896,4.720024
ERLOTINIB,L778123,UWB1289,1480374,20.2701314945,urogenital_system,20.270132,15.537898,4.732234
ABT-888,SUNITINIB,LOVO,907790,3.7565330309,digestive_system,3.7565331,8.488841,4.732308
MITOMYCINE,MK-4827,A375,906793,11.8731318161,skin,11.873132,7.1382627,4.734869
MK-8776,VINORELBINE,HT144,907067,6.4859892771,skin,6.485989,11.22732,4.7413306
ERLOTINIB,DINACICLIB,T-47D,905945,-1.0935657219,breast,-1.0935657,-5.839188,4.7456226
PD325901,PACLITAXEL,NCIH23,905942,9.0906159749,lung,9.090616,4.3390675,4.751549
SUNITINIB,DEXAMETHASONE,SKMEL30,909726,8.3521678657,skin,8.352168,3.5984356,4.7537327
PD325901,SUNITINIB,OCUBM,909256,18.3149441566,breast,18.314943,13.5567665,4.758177
PD325901,PACLITAXEL,A375,906793,1.9075005283,skin,1.9075005,6.6691246,4.7616243
MK-2206,MK-4827,HT144,907067,10.0544586979,skin,10.054459,5.2907095,4.763749
L778123,ERLOTINIB,MDAMB436,1240172,8.1310440145,breast,8.131044,12.895606,4.7645617
AZD1775,ERLOTINIB,LOVO,907790,14.1313265841,digestive_system,14.131327,9.366063,4.7652636
ZOLINZA,PACLITAXEL,SK-OV-3,905959,23.0172672909,urogenital_system,23.017267,27.785786,4.7685184
ERLOTINIB,CYCLOPHOSPHAMIDE,T-47D,905945,26.1848918333,breast,26.184893,21.407679,4.777214
MK-4541,VINORELBINE,A375,906793,3.3124272209,skin,3.3124273,-1.4675679,4.779995
CARBOPLATIN,ERLOTINIB,A375,906793,11.1219098079,skin,11.12191,6.3390803,4.7828298
SORAFENIB,PACLITAXEL,SKMES1,909728,5.2510262494,lung,5.251026,0.4671132,4.783913
SUNITINIB,METFORMIN,SKMES1,909728,6.0738629426,lung,6.073863,1.2835071,4.7903557
GEMCITABINE,ERLOTINIB,OVCAR3,905933,-5.1328669955,urogenital_system,-5.132867,-9.924194,4.7913275
DEXAMETHASONE,MRK-003,A375,906793,3.0534026824,skin,3.0534027,7.845476,4.7920732
DEXAMETHASONE,L778123,SK-OV-3,905959,18.6252506872,urogenital_system,18.62525,13.822111,4.8031387
GELDANAMYCIN,DEXAMETHASONE,SKMEL30,909726,7.4962985166,skin,7.4962983,12.309965,4.813667
MK-4827,MITOMYCINE,A2058,906792,0.9083497833,skin,0.9083498,5.7221317,4.8137817
PACLITAXEL,PD325901,NCIH520,908443,-2.8104686558,lung,-2.8104687,-7.6267376,4.816269
SN-38,SUNITINIB,VCAP,1299075,18.6332071198,urogenital_system,18.633207,13.816808,4.8163996
ERLOTINIB,TOPOTECAN,OVCAR3,905933,-3.7603294538,urogenital_system,-3.7603295,1.0594752,4.8198047
CARBOPLATIN,SUNITINIB,SK-OV-3,905959,-3.5699542831,urogenital_system,-3.5699544,1.2559481,4.8259025
MK-5108,DEXAMETHASONE,A375,906793,12.3794831453,skin,12.379483,7.5530357,4.8264475
MK-4827,MK-8669,RPMI7951,910903,19.8565546335,skin,19.856554,15.02971,4.826844
PACLITAXEL,SORAFENIB,MSTO,908152,-12.9965793434,lung,-12.996579,-8.165092,4.8314867
SORAFENIB,PACLITAXEL,RKO,909698,2.0702440798,digestive_system,2.070244,6.9128275,4.8425837
MK-4827,TOPOTECAN,A2058,906792,-1.5630949819,skin,-1.563095,3.280453,4.843548
OXALIPLATIN,MK-4827,OVCAR3,905933,9.0385144968,urogenital_system,9.038514,4.193924,4.84459
DEXAMETHASONE,SORAFENIB,SKMES1,909728,11.1022415467,lung,11.1022415,15.960062,4.8578205
MK-4827,ERLOTINIB,RKO,909698,2.9501553744,digestive_system,2.9501553,7.8146887,4.8645334
MK-4827,ZOLINZA,T-47D,905945,-3.3094610682,breast,-3.309461,1.5550802,4.864541
ERLOTINIB,DASATINIB,UACC62,905976,30.7144001689,skin,30.7144,25.842958,4.871441
ERLOTINIB,MK-8669,SKMES1,909728,32.1037680312,lung,32.103767,27.222994,4.8807735
DEXAMETHASONE,MK-8776,A375,906793,16.5519179524,skin,16.551918,11.668902,4.8830156
GEMCITABINE,MK-4827,UWB1289,1480374,-12.0343883196,urogenital_system,-12.034389,-7.143883,4.8905053
MK-4827,ETOPOSIDE,RPMI7951,910903,2.182668214,skin,2.1826682,-2.711701,4.894369
ERLOTINIB,L778123,NCIH2122,722046,15.9285591379,lung,15.928559,11.032015,4.8965445
MK-4827,5-FU,HCT116,905936,8.0324018449,digestive_system,8.032402,3.1230073,4.9093947
LAPATINIB,SUNITINIB,A2058,906792,32.9188822173,skin,32.91888,28.00879,4.9100914
SUNITINIB,GELDANAMYCIN,NCIH1650,687800,8.2407050453,lung,8.2407055,13.151993,4.9112873
LAPATINIB,MK-4827,UACC62,905976,9.6916229752,skin,9.691623,4.7750716,4.916551
SUNITINIB,BORTEZOMIB,HCT116,905936,-4.2615027441,digestive_system,-4.2615027,0.66066366,4.9221663
GEMCITABINE,SUNITINIB,NCIH23,905942,-8.3067137626,lung,-8.306714,-3.3799107,4.9268036
SUNITINIB,ABT-888,NCIH520,908443,9.9959200504,lung,9.99592,5.068812,4.9271083
MK-2206,PACLITAXEL,OVCAR3,905933,0.9647684841,urogenital_system,0.96476847,5.8921647,4.9273963
5-FU,MK-4827,HT144,907067,-2.5727064212,skin,-2.5727065,-7.503912,4.9312057
MK-8669,DEXAMETHASONE,HCT116,905936,5.8596270102,digestive_system,5.8596272,0.92347664,4.9361506
BEZ-235,SUNITINIB,RPMI7951,910903,13.4063650796,skin,13.406365,18.343237,4.9368715
MK-4827,GEMCITABINE,UWB1289,1480374,-12.0343883196,urogenital_system,-12.034389,-7.093947,4.9404416
PACLITAXEL,MK-8669,RKO,909698,27.4767611906,digestive_system,27.47676,22.532354,4.9444065
ERLOTINIB,TEMOZOLOMIDE,OV90,1240197,-0.2488094723,urogenital_system,-0.24880947,4.702208,4.9510174
GELDANAMYCIN,VINORELBINE,A2058,906792,-8.5660325546,skin,-8.566032,-3.6135547,4.9524775
MK-4827,BORTEZOMIB,NCIH520,908443,-32.4334882586,lung,-32.433487,-27.480742,4.9527454
MK-4827,5-FU,UWB1289,1480374,0.7880892027,urogenital_system,0.7880892,5.748932,4.9608426
BEZ-235,ERLOTINIB,MDAMB436,1240172,34.3614618048,breast,34.36146,29.388815,4.9726467
VINORELBINE,ERLOTINIB,RPMI7951,910903,-11.8203378489,skin,-11.820338,-6.84546,4.9748783
CARBOPLATIN,SUNITINIB,SKMES1,909728,6.594945213,lung,6.5949454,1.6069615,4.9879837
SUNITINIB,CARBOPLATIN,A375,906793,12.4945771951,skin,12.494577,7.5048795,4.989698
LAPATINIB,SUNITINIB,VCAP,1299075,24.3430227016,urogenital_system,24.343023,19.352499,4.9905243
ERLOTINIB,OXALIPLATIN,VCAP,1299075,-8.1454736943,urogenital_system,-8.1454735,-3.1535723,4.9919014
MK-4827,ZOLINZA,NCIH23,905942,-16.7498305667,lung,-16.74983,-11.755025,4.9948053
MRK-003,SUNITINIB,NCIH520,908443,19.9666179813,lung,19.966618,14.967966,4.9986515
MK-4827,PD325901,SKMES1,909728,-18.767475631,lung,-18.767475,-13.767301,5.0001745
DEXAMETHASONE,GELDANAMYCIN,SKMES1,909728,5.7457266262,lung,5.7457266,10.746556,5.0008297
PACLITAXEL,TEMOZOLOMIDE,OV90,1240197,4.2608254985,urogenital_system,4.2608256,-0.74050856,5.001334
VINORELBINE,BEZ-235,UWB1289,1480374,14.275702748,urogenital_system,14.275702,9.273715,5.0019875
SUNITINIB,SN-38,LOVO,907790,2.2560472926,digestive_system,2.2560472,7.263249,5.0072017
SUNITINIB,OXALIPLATIN,HT144,907067,-9.520072906,skin,-9.520073,-14.537076,5.017003
METFORMIN,SUNITINIB,RKO,909698,8.6504900332,digestive_system,8.65049,3.630999,5.0194907
ERLOTINIB,CYCLOPHOSPHAMIDE,SK-OV-3,905959,5.6659633103,urogenital_system,5.665963,10.685462,5.019499
MK-8669,ERLOTINIB,VCAP,1299075,17.9729893912,urogenital_system,17.97299,22.993498,5.020508
GELDANAMYCIN,MK-4827,SK-OV-3,905959,-6.6422677955,urogenital_system,-6.6422677,-11.66774,5.025472
L778123,SUNITINIB,SKMEL30,909726,5.8007717465,skin,5.8007717,10.835173,5.034401
ABT-888,MK-4827,NCIH1650,687800,-15.6508766429,lung,-15.650877,-10.61362,5.037257
MK-8776,DEXAMETHASONE,SKMES1,909728,-13.1636504604,lung,-13.1636505,-8.124248,5.039403
VINORELBINE,ABT-888,NCIH520,908443,-10.2334518433,lung,-10.233452,-5.1911297,5.042322
MK-4827,MRK-003,NCIH520,908443,5.7826537413,lung,5.782654,0.7382055,5.0444484
MK-4827,ERLOTINIB,T-47D,905945,0.2270660412,breast,0.22706604,-4.8187237,5.0457897
BORTEZOMIB,MK-4827,SK-OV-3,905959,3.528174616,urogenital_system,3.5281746,-1.5192976,5.047472
MK-2206,PACLITAXEL,VCAP,1299075,29.1612331918,urogenital_system,29.161234,24.107878,5.053356
GELDANAMYCIN,SUNITINIB,OCUBM,909256,10.6206314718,breast,10.620631,5.566284,5.054347
BORTEZOMIB,MK-4827,RPMI7951,910903,-12.0944140378,skin,-12.094414,-7.0309787,5.063435
SUNITINIB,VINBLASTINE,MDAMB436,1240172,-5.8856345285,breast,-5.8856344,-10.949408,5.063773
SORAFENIB,DEXAMETHASONE,OCUBM,909256,5.8699263746,breast,5.8699265,10.937184,5.067258
BORTEZOMIB,VINORELBINE,UACC62,905976,-25.4149395191,skin,-25.41494,-20.345783,5.0691566
VINORELBINE,MK-8776,HT144,907067,6.4859892771,skin,6.485989,11.555842,5.0698533
DEXAMETHASONE,MK-5108,LOVO,907790,8.0842342974,digestive_system,8.084234,3.0073254,5.076909
METFORMIN,ERLOTINIB,A2058,906792,4.9388424973,skin,4.9388423,10.024584,5.0857415
DEXAMETHASONE,SORAFENIB,OCUBM,909256,5.8699263746,breast,5.8699265,10.955725,5.0857983
MK-4827,GELDANAMYCIN,NCIH520,908443,3.4185716111,lung,3.4185717,-1.6716919,5.0902634
ERLOTINIB,GEMCITABINE,HT144,907067,3.5993856934,skin,3.5993857,8.690815,5.091429
SUNITINIB,MK-5108,HCT116,905936,11.4341202287,digestive_system,11.43412,16.534021,5.099901
PACLITAXEL,AZD1775,UWB1289,1480374,65.7563683428,urogenital_system,65.75637,70.87084,5.1144714
PACLITAXEL,ERLOTINIB,RPMI7951,910903,-6.0855165413,skin,-6.0855165,-0.97007567,5.115441
PACLITAXEL,ZOLINZA,SK-OV-3,905959,23.0172672909,urogenital_system,23.017267,28.136187,5.1189194
SORAFENIB,DEXAMETHASONE,MDAMB436,1240172,1.852874089,breast,1.852874,-3.2706902,5.1235642
ERLOTINIB,OXALIPLATIN,UACC62,905976,-17.1568745076,skin,-17.156874,-12.029195,5.127679
DEXAMETHASONE,MK-8776,SKMES1,909728,-13.1636504604,lung,-13.1636505,-8.031911,5.1317396
MK-8776,PACLITAXEL,NCIH1650,687800,4.1709839111,lung,4.170984,9.308171,5.1371875
ABT-888,MK-4827,HCT116,905936,-2.9684798334,digestive_system,-2.9684799,2.1687303,5.13721
5-FU,MK-4827,RKO,909698,-0.3218696371,digestive_system,-0.32186964,4.8188257,5.1406956
PACLITAXEL,DASATINIB,A2058,906792,28.7258616197,skin,28.725863,23.57836,5.147503
ZOLINZA,PACLITAXEL,A375,906793,-9.3368852884,skin,-9.336885,-4.1861315,5.150754
METHOTREXATE,ERLOTINIB,OCUBM,909256,-1.4481379553,breast,-1.448138,-6.6011596,5.153022
CARBOPLATIN,MK-4827,SKMES1,909728,-0.0151438139,lung,-0.015143814,-5.169796,5.154652
VINORELBINE,MK-2206,NCIH2122,722046,-15.2952765529,lung,-15.295277,-20.454674,5.159397
PACLITAXEL,SORAFENIB,A375,906793,14.5191538365,skin,14.519154,9.344616,5.1745377
MRK-003,SUNITINIB,HT144,907067,10.3551146713,skin,10.355115,5.1774096,5.1777053
SN-38,SUNITINIB,NCIH1650,687800,16.0903668859,lung,16.090366,10.911464,5.1789026
TOPOTECAN,SUNITINIB,OCUBM,909256,-4.5014173103,breast,-4.501417,0.6969677,5.198385
GELDANAMYCIN,SUNITINIB,SK-OV-3,905959,0.9337807536,urogenital_system,0.9337807,-4.269447,5.2032275
ERLOTINIB,AZD1775,RPMI7951,910903,10.087352387,skin,10.087353,4.8697104,5.2176423
ERLOTINIB,TOPOTECAN,SKMES1,909728,25.7182254314,lung,25.718225,20.49841,5.219816
ERLOTINIB,MK-4827,SK-OV-3,905959,7.5147891191,urogenital_system,7.514789,2.276483,5.238306
METFORMIN,MK-4827,SKMEL30,909726,3.8184141535,skin,3.8184142,-1.4249043,5.2433186
MK-4827,DASATINIB,HCT116,905936,-4.7255662714,digestive_system,-4.7255664,0.51806504,5.2436314
ERLOTINIB,MRK-003,NCIH23,905942,3.611325777,lung,3.6113257,8.858732,5.2474065
SUNITINIB,LAPATINIB,SKMES1,909728,20.3058991525,lung,20.305899,25.553566,5.2476673
MK-8776,SUNITINIB,HCT116,905936,19.2742265588,digestive_system,19.274227,14.013744,5.260483
DEXAMETHASONE,ERLOTINIB,NCIH520,908443,-0.1614427621,lung,-0.16144276,5.10669,5.2681327
VINORELBINE,L778123,A375,906793,18.8876269018,skin,18.887627,24.15694,5.269314
DINACICLIB,VINORELBINE,HCT116,905936,-25.1171345557,digestive_system,-25.117134,-19.840647,5.2764874
DEXAMETHASONE,L778123,NCIH23,905942,2.227162334,lung,2.2271624,7.508448,5.281286
ABT-888,SUNITINIB,NCIH1650,687800,3.4796078238,lung,3.4796078,-1.8017135,5.2813215
VINORELBINE,TEMOZOLOMIDE,VCAP,1299075,-30.9531663522,urogenital_system,-30.953167,-25.667574,5.285593
PACLITAXEL,AZD1775,NCIH520,908443,6.8556440295,lung,6.855644,1.5653906,5.2902536
MITOMYCINE,MK-4827,A2058,906792,0.9083497833,skin,0.9083498,6.221663,5.313313
ERLOTINIB,MK-4541,OV90,1240197,1.6018543126,urogenital_system,1.6018543,-3.713674,5.3155284
BORTEZOMIB,DEXAMETHASONE,SW837,909755,-2.0159246927,digestive_system,-2.0159247,3.3017886,5.3177133
SORAFENIB,SUNITINIB,SKMEL30,909726,5.5231437007,skin,5.523144,0.20321545,5.319928
VINORELBINE,L778123,HT144,907067,14.4951714189,skin,14.495172,19.821392,5.3262205
DASATINIB,ERLOTINIB,UACC62,905976,30.7144001689,skin,30.7144,25.384798,5.3296013
MK-8669,MK-4827,HCT116,905936,2.3863252571,digestive_system,2.3863254,-2.9448442,5.3311696
MRK-003,DEXAMETHASONE,OVCAR3,905933,29.6632437148,urogenital_system,29.663244,24.32466,5.338585
ERLOTINIB,BORTEZOMIB,RPMI7951,910903,-16.8473537424,skin,-16.847353,-11.498236,5.3491173
MK-4827,DINACICLIB,NCIH1650,687800,2.2614138809,lung,2.2614138,-3.0905733,5.351987
MK-8669,SUNITINIB,MDAMB436,1240172,16.7636947367,breast,16.763695,22.122751,5.3590565
DINACICLIB,ERLOTINIB,T-47D,905945,-1.0935657219,breast,-1.0935657,-6.459478,5.3659124
L778123,VINORELBINE,MDAMB436,1240172,11.9741670696,breast,11.974167,17.34899,5.3748226
SUNITINIB,GELDANAMYCIN,SKMEL30,909726,2.9229601849,skin,2.9229603,8.298292,5.375332
PACLITAXEL,MK-8669,RPMI7951,910903,21.2223764184,skin,21.222376,15.839818,5.382558
DOXORUBICIN,ERLOTINIB,NCIH1650,687800,11.0151241044,lung,11.015124,5.6322017,5.3829226
ABT-888,ERLOTINIB,HT144,907067,-5.994644575,skin,-5.9946446,-0.6036602,5.3909845
PACLITAXEL,PD325901,NCIH23,905942,9.0906159749,lung,9.090616,3.6980546,5.392562
VINORELBINE,MK-8776,LOVO,907790,10.657102158,digestive_system,10.657103,5.2588315,5.398271
MK-4827,SORAFENIB,SW837,909755,1.9677946448,digestive_system,1.9677947,-3.4336832,5.401478
CYCLOPHOSPHAMIDE,ERLOTINIB,SK-OV-3,905959,5.6659633103,urogenital_system,5.665963,11.069763,5.4038
MK-8776,SUNITINIB,SW837,909755,-4.9687522703,digestive_system,-4.9687524,0.435124,5.4038763
SUNITINIB,LAPATINIB,OV90,1240197,1.9711810047,urogenital_system,1.971181,-3.4343555,5.4055367
MRK-003,VINORELBINE,LOVO,907790,16.0785879351,digestive_system,16.078588,21.487093,5.4085045
MK-4541,PACLITAXEL,SW837,909755,3.8008054924,digestive_system,3.8008056,-1.6081688,5.4089746
SORAFENIB,MK-4827,SKMES1,909728,13.183169389,lung,13.183169,7.7737293,5.40944
DASATINIB,MK-4827,HCT116,905936,-4.7255662714,digestive_system,-4.7255664,0.6854351,5.4110017
DEXAMETHASONE,SUNITINIB,SKMEL30,909726,8.3521678657,skin,8.352168,2.9340315,5.4181366
PACLITAXEL,BORTEZOMIB,UACC62,905976,-18.6468268271,skin,-18.646828,-13.225401,5.421427
MRK-003,SUNITINIB,LOVO,907790,23.3371494306,digestive_system,23.337149,28.759968,5.422819
ABT-888,DEXAMETHASONE,OCUBM,909256,16.4418883788,breast,16.441889,21.86903,5.427141
SUNITINIB,5-FU,UACC62,905976,8.7956874733,skin,8.795688,3.3663328,5.4293547
PACLITAXEL,DINACICLIB,NCIH23,905942,-16.9000021483,lung,-16.900002,-11.469352,5.4306498
BORTEZOMIB,VINORELBINE,NCIH520,908443,-35.3604636398,lung,-35.360462,-29.908796,5.451666
MK-4541,MK-4827,SW837,909755,-1.4669962657,digestive_system,-1.4669963,-6.918909,5.451913
ERLOTINIB,TOPOTECAN,SK-OV-3,905959,15.866887425,urogenital_system,15.866887,10.413165,5.453722
MK-4541,MK-4827,A375,906793,-11.7102917134,skin,-11.710292,-6.2557397,5.454552
MK-4827,BORTEZOMIB,SK-OV-3,905959,3.528174616,urogenital_system,3.5281746,-1.9294178,5.4575925
BORTEZOMIB,PACLITAXEL,OV90,1240197,-8.8154937099,urogenital_system,-8.815494,-14.277828,5.4623346
ETOPOSIDE,SUNITINIB,UWB1289,1480374,2.691977618,urogenital_system,2.6919775,8.155679,5.4637012
MK-2206,VINORELBINE,NCIH2122,722046,-15.2952765529,lung,-15.295277,-20.763824,5.468548
MRK-003,MK-4827,NCIH520,908443,5.7826537413,lung,5.782654,0.31393752,5.468716
PD325901,VINORELBINE,RPMI7951,910903,-10.7771927165,skin,-10.777193,-5.308129,5.469064
ETOPOSIDE,ERLOTINIB,A2058,906792,1.9880474087,skin,1.9880474,7.4599795,5.4719324
DEXAMETHASONE,TEMOZOLOMIDE,SK-OV-3,905959,-6.2911920844,urogenital_system,-6.291192,-11.772949,5.481757
DASATINIB,PACLITAXEL,SW837,909755,26.4629058556,digestive_system,26.462906,31.944695,5.4817886
ERLOTINIB,SN-38,HT144,907067,11.9553383751,skin,11.9553385,17.442059,5.48672
CYCLOPHOSPHAMIDE,SUNITINIB,OCUBM,909256,2.4480377117,breast,2.4480376,7.935019,5.4869814
GEMCITABINE,ERLOTINIB,RPMI7951,910903,-9.9359128011,skin,-9.935913,-4.4485292,5.487384
MK-4827,DINACICLIB,NCIH2122,722046,10.5022199575,lung,10.50222,5.0134897,5.4887304
DINACICLIB,DEXAMETHASONE,NCIH520,908443,3.3376914995,lung,3.3376915,-2.1537683,5.49146
ERLOTINIB,SUNITINIB,A375,906793,18.5022952055,skin,18.502295,13.003302,5.498993
DEXAMETHASONE,ZOLINZA,OCUBM,909256,0.7483579046,breast,0.7483579,-4.7508607,5.4992185
ERLOTINIB,MK-8776,VCAP,1299075,24.7285879549,urogenital_system,24.728588,19.228035,5.500553
CARBOPLATIN,SUNITINIB,HT144,907067,4.3114561551,skin,4.311456,-1.198221,5.509677
LAPATINIB,ERLOTINIB,UACC62,905976,10.5990923935,skin,10.5990925,16.11546,5.516367
L778123,DEXAMETHASONE,OV90,1240197,9.1219130241,urogenital_system,9.121913,14.639998,5.5180855
DEXAMETHASONE,MK-4541,HCT116,905936,-4.008741659,digestive_system,-4.008742,1.5227816,5.5315237
MK-8669,SUNITINIB,T-47D,905945,35.210405477,breast,35.210407,29.674019,5.5363884
MK-4827,SORAFENIB,SKMES1,909728,13.183169389,lung,13.183169,7.6402607,5.5429087
VINORELBINE,PD325901,RPMI7951,910903,-10.7771927165,skin,-10.777193,-5.233955,5.543238
