Drug1,Drug2,Cell line,synergy_x,fold,Cosmic sample Id,synergy_y,set
DEXAMETHASONE,ABT-888,MSTO,-11.7825286912,2,908152.0,-11.7825286912,val_dc
DEXAMETHASONE,ABT-888,MSTO,-11.7825286912,2,908152.0,-11.7825286912,blind_drug_val
DEXAMETHASONE,ABT-888,NCIH1650,-11.9745730401,2,687800.0,-11.9745730401,val_dc
DEXAMETHASONE,ABT-888,NCIH1650,-11.9745730401,2,687800.0,-11.9745730401,blind_drug_test
DEXAMETHASONE,ABT-888,NCIH2122,-3.775623773,2,722046.0,-3.775623773,val_dc
DEXAMETHASONE,ABT-888,NCIH2122,-3.775623773,2,722046.0,-3.775623773,blind_drug_val
DEXAMETHASONE,ABT-888,NCIH23,3.568581256,2,905942.0,3.568581256,test_dc
DEXAMETHASONE,ABT-888,NCIH23,3.568581256,2,905942.0,3.568581256,blind_drug_val
DEXAMETHASONE,ABT-888,NCI-H460,-9.8098004153,2,905943.0,-9.8098004153,test_dc
DEXAMETHASONE,ABT-888,NCI-H460,-9.8098004153,2,905943.0,-9.8098004153,blind_drug_val
DEXAMETHASONE,ABT-888,NCIH520,1.9375840753,2,908443.0,1.9375840753,val_dc
DEXAMETHASONE,ABT-888,NCIH520,1.9375840753,2,908443.0,1.9375840753,blind_drug_test
DEXAMETHASONE,ABT-888,OCUBM,16.4418883788,2,909256.0,16.4418883788,val_dc
DEXAMETHASONE,ABT-888,OCUBM,16.4418883788,2,909256.0,16.4418883788,blind_drug_test
DEXAMETHASONE,ABT-888,OV90,-11.3890112848,2,1240197.0,-11.3890112848,test_dc
DEXAMETHASONE,ABT-888,OV90,-11.3890112848,2,1240197.0,-11.3890112848,blind_drug_val
DEXAMETHASONE,ABT-888,OVCAR3,7.3856446915,2,905933.0,7.3856446915,val_dc
DEXAMETHASONE,ABT-888,OVCAR3,7.3856446915,2,905933.0,7.3856446915,blind_drug_val
DEXAMETHASONE,ABT-888,PA1,4.3571991635,2,909255.0,4.3571991635,test_dc
DEXAMETHASONE,ABT-888,PA1,4.3571991635,2,909255.0,4.3571991635,blind_drug_test
DEXAMETHASONE,ABT-888,RKO,-1.0109236506,2,909698.0,-1.0109236506,test_dc
DEXAMETHASONE,ABT-888,RKO,-1.0109236506,2,909698.0,-1.0109236506,blind_drug_val
DEXAMETHASONE,ABT-888,RPMI7951,-35.1698590815,2,910903.0,-35.1698590815,val_dc
DEXAMETHASONE,ABT-888,RPMI7951,-35.1698590815,2,910903.0,-35.1698590815,blind_drug_test
DEXAMETHASONE,ABT-888,SKMEL30,4.1104494249,2,909726.0,4.1104494249,test_dc
DEXAMETHASONE,ABT-888,SKMEL30,4.1104494249,2,909726.0,4.1104494249,blind_drug_test
DEXAMETHASONE,ABT-888,SKMES1,1.1561607907,2,909728.0,1.1561607907,test_dc
DEXAMETHASONE,ABT-888,SKMES1,1.1561607907,2,909728.0,1.1561607907,blind_drug_val
DEXAMETHASONE,ABT-888,SK-OV-3,-3.4331718496,2,905959.0,-3.4331718496,val_dc
DEXAMETHASONE,ABT-888,SK-OV-3,-3.4331718496,2,905959.0,-3.4331718496,blind_drug_test
DEXAMETHASONE,ABT-888,SW-620,0.6372401721,2,905962.0,0.6372401721,test_dc
DEXAMETHASONE,ABT-888,SW-620,0.6372401721,2,905962.0,0.6372401721,blind_drug_test
DEXAMETHASONE,ABT-888,SW837,-17.5783969843,2,909755.0,-17.5783969843,test_dc
DEXAMETHASONE,ABT-888,SW837,-17.5783969843,2,909755.0,-17.5783969843,blind_drug_val
DEXAMETHASONE,ABT-888,T-47D,-13.191209266,2,905945.0,-13.191209266,test_dc
DEXAMETHASONE,ABT-888,T-47D,-13.191209266,2,905945.0,-13.191209266,blind_drug_val
DEXAMETHASONE,ABT-888,UACC62,11.4503276114,2,905976.0,11.4503276114,val_dc
DEXAMETHASONE,ABT-888,UACC62,11.4503276114,2,905976.0,11.4503276114,blind_drug_val
DEXAMETHASONE,ABT-888,UWB1289BRCA1,-0.5882335114,2,,,
DEXAMETHASONE,ABT-888,UWB1289,12.679025467,2,1480374.0,12.679025467,val_dc
DEXAMETHASONE,ABT-888,UWB1289,12.679025467,2,1480374.0,12.679025467,blind_drug_val
DEXAMETHASONE,ABT-888,VCAP,-4.9709957316,2,1299075.0,-4.9709957316,val_dc
DEXAMETHASONE,ABT-888,VCAP,-4.9709957316,2,1299075.0,-4.9709957316,blind_drug_test
DEXAMETHASONE,ABT-888,ZR751,13.7718813944,2,,,
DEXAMETHASONE,AZD1775,A2058,-6.0379847151,4,906792.0,-6.0379847151,val_dc
DEXAMETHASONE,AZD1775,A2058,-6.0379847151,4,906792.0,-6.0379847151,blind_drug_val
DEXAMETHASONE,AZD1775,A2780,2.1655321786,4,906804.0,2.1655321786,val_dc
DEXAMETHASONE,AZD1775,A2780,2.1655321786,4,906804.0,2.1655321786,blind_drug_val
DEXAMETHASONE,AZD1775,A375,8.7194559775,4,906793.0,8.7194559775,val_dc
DEXAMETHASONE,AZD1775,A375,8.7194559775,4,906793.0,8.7194559775,blind_drug_test
DEXAMETHASONE,AZD1775,A427,7.0675192948,4,910851.0,7.0675192948,test_dc
DEXAMETHASONE,AZD1775,A427,7.0675192948,4,910851.0,7.0675192948,blind_drug_val
DEXAMETHASONE,AZD1775,CAOV3,12.862347374,4,,,
DEXAMETHASONE,AZD1775,COLO320DM,7.4966045845,4,,,
DEXAMETHASONE,AZD1775,DLD1,3.9952509661,4,,,
DEXAMETHASONE,AZD1775,EFM192B,-17.1316736731,4,,,
DEXAMETHASONE,AZD1775,ES2,1.6671827964,4,1240128.0,1.6671827964,val_dc
DEXAMETHASONE,AZD1775,ES2,1.6671827964,4,1240128.0,1.6671827964,blind_drug_test
DEXAMETHASONE,AZD1775,HCT116,1.7823554672,4,905936.0,1.7823554672,test_dc
DEXAMETHASONE,AZD1775,HCT116,1.7823554672,4,905936.0,1.7823554672,blind_drug_val
DEXAMETHASONE,AZD1775,HT144,3.8366802908,4,907067.0,3.8366802908,val_dc
DEXAMETHASONE,AZD1775,HT144,3.8366802908,4,907067.0,3.8366802908,blind_drug_test
DEXAMETHASONE,AZD1775,HT29,11.0108603746,4,,,
DEXAMETHASONE,AZD1775,KPL1,25.6453219707,4,,,
DEXAMETHASONE,AZD1775,LNCAP,-10.937988021,4,907788.0,-10.937988021,val_dc
DEXAMETHASONE,AZD1775,LNCAP,-10.937988021,4,907788.0,-10.937988021,blind_drug_val
DEXAMETHASONE,AZD1775,LOVO,7.245505128,4,907790.0,7.245505128,test_dc
DEXAMETHASONE,AZD1775,LOVO,7.245505128,4,907790.0,7.245505128,blind_drug_test
DEXAMETHASONE,AZD1775,MDAMB436,4.2493053207,4,1240172.0,4.2493053207,test_dc
DEXAMETHASONE,AZD1775,MDAMB436,4.2493053207,4,1240172.0,4.2493053207,blind_drug_test
DEXAMETHASONE,AZD1775,MSTO,-0.7637748357,4,908152.0,-0.7637748357,test_dc
DEXAMETHASONE,AZD1775,MSTO,-0.7637748357,4,908152.0,-0.7637748357,blind_drug_val
DEXAMETHASONE,AZD1775,NCIH1650,18.0713683714,4,687800.0,18.0713683714,val_dc
DEXAMETHASONE,AZD1775,NCIH1650,18.0713683714,4,687800.0,18.0713683714,blind_drug_test
DEXAMETHASONE,AZD1775,NCIH2122,12.6992664061,4,722046.0,12.6992664061,val_dc
DEXAMETHASONE,AZD1775,NCIH2122,12.6992664061,4,722046.0,12.6992664061,blind_drug_val
DEXAMETHASONE,AZD1775,NCIH23,2.8808238722,4,905942.0,2.8808238722,val_dc
DEXAMETHASONE,AZD1775,NCIH23,2.8808238722,4,905942.0,2.8808238722,blind_drug_test
DEXAMETHASONE,AZD1775,NCI-H460,5.9040660678,4,905943.0,5.9040660678,test_dc
DEXAMETHASONE,AZD1775,NCI-H460,5.9040660678,4,905943.0,5.9040660678,blind_drug_val
DEXAMETHASONE,AZD1775,NCIH520,9.6874059856,4,908443.0,9.6874059856,test_dc
DEXAMETHASONE,AZD1775,NCIH520,9.6874059856,4,908443.0,9.6874059856,blind_drug_test
DEXAMETHASONE,AZD1775,OCUBM,18.0307887042,4,909256.0,18.0307887042,test_dc
DEXAMETHASONE,AZD1775,OCUBM,18.0307887042,4,909256.0,18.0307887042,blind_drug_test
DEXAMETHASONE,AZD1775,OV90,-0.185920137,4,1240197.0,-0.185920137,val_dc
DEXAMETHASONE,AZD1775,OV90,-0.185920137,4,1240197.0,-0.185920137,blind_drug_val
DEXAMETHASONE,AZD1775,OVCAR3,20.1092400248,4,905933.0,20.1092400248,test_dc
DEXAMETHASONE,AZD1775,OVCAR3,20.1092400248,4,905933.0,20.1092400248,blind_drug_test
DEXAMETHASONE,AZD1775,PA1,17.8315517321,4,909255.0,17.8315517321,val_dc
DEXAMETHASONE,AZD1775,PA1,17.8315517321,4,909255.0,17.8315517321,blind_drug_test
DEXAMETHASONE,AZD1775,RKO,7.6620510305,4,909698.0,7.6620510305,test_dc
DEXAMETHASONE,AZD1775,RKO,7.6620510305,4,909698.0,7.6620510305,blind_drug_val
DEXAMETHASONE,AZD1775,RPMI7951,-13.6262886306,4,910903.0,-13.6262886306,val_dc
DEXAMETHASONE,AZD1775,RPMI7951,-13.6262886306,4,910903.0,-13.6262886306,blind_drug_test
DEXAMETHASONE,AZD1775,SKMEL30,11.0391535987,4,909726.0,11.0391535987,test_dc
DEXAMETHASONE,AZD1775,SKMEL30,11.0391535987,4,909726.0,11.0391535987,blind_drug_val
DEXAMETHASONE,AZD1775,SKMES1,3.4042496299,4,909728.0,3.4042496299,test_dc
DEXAMETHASONE,AZD1775,SKMES1,3.4042496299,4,909728.0,3.4042496299,blind_drug_test
DEXAMETHASONE,AZD1775,SK-OV-3,29.891064586,4,905959.0,29.891064586,test_dc
DEXAMETHASONE,AZD1775,SK-OV-3,29.891064586,4,905959.0,29.891064586,blind_drug_test
DEXAMETHASONE,AZD1775,SW-620,2.5464020841,4,905962.0,2.5464020841,val_dc
DEXAMETHASONE,AZD1775,SW-620,2.5464020841,4,905962.0,2.5464020841,blind_drug_val
DEXAMETHASONE,AZD1775,SW837,-3.0443513409,4,909755.0,-3.0443513409,val_dc
DEXAMETHASONE,AZD1775,SW837,-3.0443513409,4,909755.0,-3.0443513409,blind_drug_val
DEXAMETHASONE,AZD1775,T-47D,-16.5734801721,4,905945.0,-16.5734801721,val_dc
DEXAMETHASONE,AZD1775,T-47D,-16.5734801721,4,905945.0,-16.5734801721,blind_drug_test
DEXAMETHASONE,AZD1775,UACC62,15.8652295342,4,905976.0,15.8652295342,test_dc
DEXAMETHASONE,AZD1775,UACC62,15.8652295342,4,905976.0,15.8652295342,blind_drug_val
DEXAMETHASONE,AZD1775,UWB1289BRCA1,4.1073435624,4,,,
DEXAMETHASONE,AZD1775,UWB1289,70.3900176107,4,1480374.0,70.3900176107,test_dc
DEXAMETHASONE,AZD1775,UWB1289,70.3900176107,4,1480374.0,70.3900176107,blind_drug_val
DEXAMETHASONE,AZD1775,VCAP,-7.3262791945,4,1299075.0,-7.3262791945,test_dc
DEXAMETHASONE,AZD1775,VCAP,-7.3262791945,4,1299075.0,-7.3262791945,blind_drug_test
DEXAMETHASONE,AZD1775,ZR751,17.6388729774,4,,,
DEXAMETHASONE,BEZ-235,A2058,13.5941902785,2,906792.0,13.5941902785,val_dc
DEXAMETHASONE,BEZ-235,A2058,13.5941902785,2,906792.0,13.5941902785,blind_drug_val
DEXAMETHASONE,BEZ-235,A2780,25.3482055257,2,906804.0,25.3482055257,test_dc
DEXAMETHASONE,BEZ-235,A2780,25.3482055257,2,906804.0,25.3482055257,blind_drug_test
DEXAMETHASONE,BEZ-235,A375,10.1112622663,2,906793.0,10.1112622663,test_dc
DEXAMETHASONE,BEZ-235,A375,10.1112622663,2,906793.0,10.1112622663,blind_drug_val
DEXAMETHASONE,BEZ-235,A427,3.3336003644,2,910851.0,3.3336003644,test_dc
DEXAMETHASONE,BEZ-235,A427,3.3336003644,2,910851.0,3.3336003644,blind_drug_test
DEXAMETHASONE,BEZ-235,CAOV3,45.7736406686,2,,,
DEXAMETHASONE,BEZ-235,COLO320DM,19.9401169516,2,,,
DEXAMETHASONE,BEZ-235,DLD1,9.6569383932,2,,,
DEXAMETHASONE,BEZ-235,EFM192B,4.5210073777,2,,,
DEXAMETHASONE,BEZ-235,ES2,0.9547256793,2,1240128.0,0.9547256793,val_dc
DEXAMETHASONE,BEZ-235,ES2,0.9547256793,2,1240128.0,0.9547256793,blind_drug_test
DEXAMETHASONE,BEZ-235,HCT116,13.3637002668,2,905936.0,13.3637002668,test_dc
DEXAMETHASONE,BEZ-235,HCT116,13.3637002668,2,905936.0,13.3637002668,blind_drug_test
DEXAMETHASONE,BEZ-235,HT144,10.377439529,2,907067.0,10.377439529,test_dc
DEXAMETHASONE,BEZ-235,HT144,10.377439529,2,907067.0,10.377439529,blind_drug_test
DEXAMETHASONE,BEZ-235,HT29,22.5300091048,2,,,
DEXAMETHASONE,BEZ-235,KPL1,41.3108746059,2,,,
DEXAMETHASONE,BEZ-235,LNCAP,49.9303588059,2,907788.0,49.9303588059,test_dc
DEXAMETHASONE,BEZ-235,LNCAP,49.9303588059,2,907788.0,49.9303588059,blind_drug_test
DEXAMETHASONE,BEZ-235,LOVO,26.6156080885,2,907790.0,26.6156080885,val_dc
DEXAMETHASONE,BEZ-235,LOVO,26.6156080885,2,907790.0,26.6156080885,blind_drug_val
DEXAMETHASONE,BEZ-235,MDAMB436,13.7506852002,2,1240172.0,13.7506852002,test_dc
DEXAMETHASONE,BEZ-235,MDAMB436,13.7506852002,2,1240172.0,13.7506852002,blind_drug_test
DEXAMETHASONE,BEZ-235,MSTO,6.6849423951,2,908152.0,6.6849423951,test_dc
DEXAMETHASONE,BEZ-235,MSTO,6.6849423951,2,908152.0,6.6849423951,blind_drug_test
DEXAMETHASONE,BEZ-235,NCIH1650,27.2335107453,2,687800.0,27.2335107453,val_dc
DEXAMETHASONE,BEZ-235,NCIH1650,27.2335107453,2,687800.0,27.2335107453,blind_drug_val
DEXAMETHASONE,BEZ-235,NCIH2122,52.9298369526,2,722046.0,52.9298369526,test_dc
DEXAMETHASONE,BEZ-235,NCIH2122,52.9298369526,2,722046.0,52.9298369526,blind_drug_val
DEXAMETHASONE,BEZ-235,NCIH23,17.9239723263,2,905942.0,17.9239723263,test_dc
DEXAMETHASONE,BEZ-235,NCIH23,17.9239723263,2,905942.0,17.9239723263,blind_drug_test
DEXAMETHASONE,BEZ-235,NCI-H460,23.5827254548,2,905943.0,23.5827254548,val_dc
DEXAMETHASONE,BEZ-235,NCI-H460,23.5827254548,2,905943.0,23.5827254548,blind_drug_test
DEXAMETHASONE,BEZ-235,NCIH520,26.8048139543,2,908443.0,26.8048139543,val_dc
DEXAMETHASONE,BEZ-235,NCIH520,26.8048139543,2,908443.0,26.8048139543,blind_drug_test
DEXAMETHASONE,BEZ-235,OCUBM,27.4217729792,2,909256.0,27.4217729792,test_dc
DEXAMETHASONE,BEZ-235,OCUBM,27.4217729792,2,909256.0,27.4217729792,blind_drug_val
DEXAMETHASONE,BEZ-235,OV90,13.8393778842,2,1240197.0,13.8393778842,test_dc
DEXAMETHASONE,BEZ-235,OV90,13.8393778842,2,1240197.0,13.8393778842,blind_drug_test
DEXAMETHASONE,BEZ-235,OVCAR3,17.8701602003,2,905933.0,17.8701602003,val_dc
DEXAMETHASONE,BEZ-235,OVCAR3,17.8701602003,2,905933.0,17.8701602003,blind_drug_val
DEXAMETHASONE,BEZ-235,PA1,26.7529383858,2,909255.0,26.7529383858,val_dc
DEXAMETHASONE,BEZ-235,PA1,26.7529383858,2,909255.0,26.7529383858,blind_drug_val
DEXAMETHASONE,BEZ-235,RKO,9.6902605589,2,909698.0,9.6902605589,val_dc
DEXAMETHASONE,BEZ-235,RKO,9.6902605589,2,909698.0,9.6902605589,blind_drug_val
DEXAMETHASONE,BEZ-235,RPMI7951,18.3579371137,2,910903.0,18.3579371137,val_dc
DEXAMETHASONE,BEZ-235,RPMI7951,18.3579371137,2,910903.0,18.3579371137,blind_drug_val
DEXAMETHASONE,BEZ-235,SKMEL30,41.0177785296,2,909726.0,41.0177785296,test_dc
DEXAMETHASONE,BEZ-235,SKMEL30,41.0177785296,2,909726.0,41.0177785296,blind_drug_val
DEXAMETHASONE,BEZ-235,SKMES1,42.8999102899,2,909728.0,42.8999102899,val_dc
DEXAMETHASONE,BEZ-235,SKMES1,42.8999102899,2,909728.0,42.8999102899,blind_drug_test
DEXAMETHASONE,BEZ-235,SK-OV-3,15.7922015419,2,905959.0,15.7922015419,test_dc
DEXAMETHASONE,BEZ-235,SK-OV-3,15.7922015419,2,905959.0,15.7922015419,blind_drug_test
DEXAMETHASONE,BEZ-235,SW-620,15.7173261449,2,905962.0,15.7173261449,val_dc
DEXAMETHASONE,BEZ-235,SW-620,15.7173261449,2,905962.0,15.7173261449,blind_drug_val
DEXAMETHASONE,BEZ-235,SW837,14.0505939116,2,909755.0,14.0505939116,val_dc
DEXAMETHASONE,BEZ-235,SW837,14.0505939116,2,909755.0,14.0505939116,blind_drug_test
DEXAMETHASONE,BEZ-235,T-47D,90.909234411,2,905945.0,90.909234411,val_dc
DEXAMETHASONE,BEZ-235,T-47D,90.909234411,2,905945.0,90.909234411,blind_drug_test
DEXAMETHASONE,BEZ-235,UACC62,12.9878797707,2,905976.0,12.9878797707,val_dc
DEXAMETHASONE,BEZ-235,UACC62,12.9878797707,2,905976.0,12.9878797707,blind_drug_val
DEXAMETHASONE,BEZ-235,UWB1289BRCA1,30.2550577836,2,,,
DEXAMETHASONE,BEZ-235,UWB1289,32.4448470589,2,1480374.0,32.4448470589,val_dc
DEXAMETHASONE,BEZ-235,UWB1289,32.4448470589,2,1480374.0,32.4448470589,blind_drug_test
DEXAMETHASONE,BEZ-235,VCAP,23.9816033778,2,1299075.0,23.9816033778,test_dc
DEXAMETHASONE,BEZ-235,VCAP,23.9816033778,2,1299075.0,23.9816033778,blind_drug_test
DEXAMETHASONE,BEZ-235,ZR751,27.9699560776,2,,,
DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423,3,906792.0,-1.8765546423,val_dc
DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423,3,906792.0,-1.8765546423,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,A2780,-13.5476307966,3,906804.0,-13.5476307966,test_dc
DEXAMETHASONE,BORTEZOMIB,A2780,-13.5476307966,3,906804.0,-13.5476307966,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,A375,19.5398302616,3,906793.0,19.5398302616,val_dc
DEXAMETHASONE,BORTEZOMIB,A375,19.5398302616,3,906793.0,19.5398302616,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,A427,6.1325345963,3,910851.0,6.1325345963,test_dc
DEXAMETHASONE,BORTEZOMIB,A427,6.1325345963,3,910851.0,6.1325345963,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,CAOV3,-13.4480229588,3,,,
DEXAMETHASONE,BORTEZOMIB,COLO320DM,5.3245771027,3,,,
DEXAMETHASONE,BORTEZOMIB,DLD1,11.6771234999,3,,,
DEXAMETHASONE,BORTEZOMIB,EFM192B,-20.8834105802,3,,,
DEXAMETHASONE,BORTEZOMIB,ES2,-0.7663841457,3,1240128.0,-0.7663841457,val_dc
DEXAMETHASONE,BORTEZOMIB,ES2,-0.7663841457,3,1240128.0,-0.7663841457,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,HCT116,9.5265251278,3,905936.0,9.5265251278,test_dc
DEXAMETHASONE,BORTEZOMIB,HCT116,9.5265251278,3,905936.0,9.5265251278,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,HT144,-13.1619824765,3,907067.0,-13.1619824765,val_dc
DEXAMETHASONE,BORTEZOMIB,HT144,-13.1619824765,3,907067.0,-13.1619824765,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,HT29,-15.1979211389,3,,,
DEXAMETHASONE,BORTEZOMIB,KPL1,14.3451190748,3,,,
DEXAMETHASONE,BORTEZOMIB,LNCAP,9.2018863266,3,907788.0,9.2018863266,val_dc
DEXAMETHASONE,BORTEZOMIB,LNCAP,9.2018863266,3,907788.0,9.2018863266,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,LOVO,8.3804290604,3,907790.0,8.3804290604,test_dc
DEXAMETHASONE,BORTEZOMIB,LOVO,8.3804290604,3,907790.0,8.3804290604,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,MDAMB436,-0.8230284318,3,1240172.0,-0.8230284318,test_dc
DEXAMETHASONE,BORTEZOMIB,MDAMB436,-0.8230284318,3,1240172.0,-0.8230284318,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,MSTO,66.7194974971,3,908152.0,66.7194974971,test_dc
DEXAMETHASONE,BORTEZOMIB,MSTO,66.7194974971,3,908152.0,66.7194974971,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,NCIH1650,-15.4808506715,3,687800.0,-15.4808506715,test_dc
DEXAMETHASONE,BORTEZOMIB,NCIH1650,-15.4808506715,3,687800.0,-15.4808506715,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,NCIH2122,13.2349831399,3,722046.0,13.2349831399,val_dc
DEXAMETHASONE,BORTEZOMIB,NCIH2122,13.2349831399,3,722046.0,13.2349831399,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,NCIH23,-2.3219928681,3,905942.0,-2.3219928681,test_dc
DEXAMETHASONE,BORTEZOMIB,NCIH23,-2.3219928681,3,905942.0,-2.3219928681,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,NCI-H460,27.1788265214,3,905943.0,27.1788265214,val_dc
DEXAMETHASONE,BORTEZOMIB,NCI-H460,27.1788265214,3,905943.0,27.1788265214,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,NCIH520,-20.5184566893,3,908443.0,-20.5184566893,test_dc
DEXAMETHASONE,BORTEZOMIB,NCIH520,-20.5184566893,3,908443.0,-20.5184566893,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,OCUBM,9.6619062273,3,909256.0,9.6619062273,val_dc
DEXAMETHASONE,BORTEZOMIB,OCUBM,9.6619062273,3,909256.0,9.6619062273,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,OV90,-9.7829860391,3,1240197.0,-9.7829860391,val_dc
DEXAMETHASONE,BORTEZOMIB,OV90,-9.7829860391,3,1240197.0,-9.7829860391,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,OVCAR3,-11.8314143394,3,905933.0,-11.8314143394,val_dc
DEXAMETHASONE,BORTEZOMIB,OVCAR3,-11.8314143394,3,905933.0,-11.8314143394,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,PA1,8.1992572728,3,909255.0,8.1992572728,test_dc
DEXAMETHASONE,BORTEZOMIB,PA1,8.1992572728,3,909255.0,8.1992572728,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,RKO,18.8238761256,3,909698.0,18.8238761256,test_dc
DEXAMETHASONE,BORTEZOMIB,RKO,18.8238761256,3,909698.0,18.8238761256,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,RPMI7951,-19.6531103253,3,910903.0,-19.6531103253,test_dc
DEXAMETHASONE,BORTEZOMIB,RPMI7951,-19.6531103253,3,910903.0,-19.6531103253,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,SKMEL30,8.8845957548,3,909726.0,8.8845957548,test_dc
DEXAMETHASONE,BORTEZOMIB,SKMEL30,8.8845957548,3,909726.0,8.8845957548,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,SKMES1,-11.4348035944,3,909728.0,-11.4348035944,test_dc
DEXAMETHASONE,BORTEZOMIB,SKMES1,-11.4348035944,3,909728.0,-11.4348035944,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,SK-OV-3,3.520986426,3,905959.0,3.520986426,val_dc
DEXAMETHASONE,BORTEZOMIB,SK-OV-3,3.520986426,3,905959.0,3.520986426,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,SW-620,13.0324241434,3,905962.0,13.0324241434,test_dc
DEXAMETHASONE,BORTEZOMIB,SW-620,13.0324241434,3,905962.0,13.0324241434,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,SW837,-2.0159246927,3,909755.0,-2.0159246927,test_dc
DEXAMETHASONE,BORTEZOMIB,SW837,-2.0159246927,3,909755.0,-2.0159246927,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,T-47D,-9.1572771183,3,905945.0,-9.1572771183,val_dc
DEXAMETHASONE,BORTEZOMIB,T-47D,-9.1572771183,3,905945.0,-9.1572771183,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,UACC62,-7.679437184,3,905976.0,-7.679437184,test_dc
DEXAMETHASONE,BORTEZOMIB,UACC62,-7.679437184,3,905976.0,-7.679437184,blind_drug_test
DEXAMETHASONE,BORTEZOMIB,UWB1289BRCA1,-3.8680898377,3,,,
DEXAMETHASONE,BORTEZOMIB,UWB1289,-7.7727486104,3,1480374.0,-7.7727486104,test_dc
DEXAMETHASONE,BORTEZOMIB,UWB1289,-7.7727486104,3,1480374.0,-7.7727486104,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,VCAP,-0.6124008304,3,1299075.0,-0.6124008304,val_dc
DEXAMETHASONE,BORTEZOMIB,VCAP,-0.6124008304,3,1299075.0,-0.6124008304,blind_drug_val
DEXAMETHASONE,BORTEZOMIB,ZR751,5.2988623857,3,,,
DEXAMETHASONE,DASATINIB,A2058,-0.1787357598,4,906792.0,-0.1787357598,val_dc
DEXAMETHASONE,DASATINIB,A2058,-0.1787357598,4,906792.0,-0.1787357598,blind_drug_val
DEXAMETHASONE,DASATINIB,A2780,19.8197660146,4,906804.0,19.8197660146,val_dc
DEXAMETHASONE,DASATINIB,A2780,19.8197660146,4,906804.0,19.8197660146,blind_drug_val
DEXAMETHASONE,DASATINIB,A375,38.483302913,4,906793.0,38.483302913,test_dc
DEXAMETHASONE,DASATINIB,A375,38.483302913,4,906793.0,38.483302913,blind_drug_val
DEXAMETHASONE,DASATINIB,A427,0.3863934638,4,910851.0,0.3863934638,test_dc
DEXAMETHASONE,DASATINIB,A427,0.3863934638,4,910851.0,0.3863934638,blind_drug_val
DEXAMETHASONE,DASATINIB,CAOV3,52.0815108828,4,,,
DEXAMETHASONE,DASATINIB,COLO320DM,0.1680701462,4,,,
DEXAMETHASONE,DASATINIB,DLD1,6.0358338822,4,,,
DEXAMETHASONE,DASATINIB,EFM192B,-5.28929159,4,,,
DEXAMETHASONE,DASATINIB,ES2,-27.4350113437,4,1240128.0,-27.4350113437,val_dc
DEXAMETHASONE,DASATINIB,ES2,-27.4350113437,4,1240128.0,-27.4350113437,blind_drug_val
DEXAMETHASONE,DASATINIB,HCT116,-46.1942411274,4,905936.0,-46.1942411274,test_dc
DEXAMETHASONE,DASATINIB,HCT116,-46.1942411274,4,905936.0,-46.1942411274,blind_drug_val
DEXAMETHASONE,DASATINIB,HT144,-35.9811598222,4,907067.0,-35.9811598222,test_dc
DEXAMETHASONE,DASATINIB,HT144,-35.9811598222,4,907067.0,-35.9811598222,blind_drug_val
DEXAMETHASONE,DASATINIB,HT29,9.2435329703,4,,,
DEXAMETHASONE,DASATINIB,KPL1,49.2982281109,4,,,
DEXAMETHASONE,DASATINIB,LNCAP,-22.0247509191,4,907788.0,-22.0247509191,val_dc
DEXAMETHASONE,DASATINIB,LNCAP,-22.0247509191,4,907788.0,-22.0247509191,blind_drug_test
DEXAMETHASONE,DASATINIB,LOVO,61.0139992683,4,907790.0,61.0139992683,val_dc
DEXAMETHASONE,DASATINIB,LOVO,61.0139992683,4,907790.0,61.0139992683,blind_drug_test
