Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
MRK-003,BEZ-235,NCIH520,908443,27.9491035736,lung,27.949104,24.578041,3.3710632
MK-4541,SUNITINIB,SKMES1,909728,2.4502330957,lung,2.450233,5.826923,3.37669
ERLOTINIB,METFORMIN,UWB1289,1480374,14.6393747663,urogenital_system,14.639375,11.259684,3.3796911
DEXAMETHASONE,DINACICLIB,OV90,1240197,-10.1530329853,urogenital_system,-10.153033,-6.7723675,3.3806658
AZD1775,ERLOTINIB,LOVO,907790,14.1313265841,digestive_system,14.131327,17.512089,3.380762
AZD1775,DINACICLIB,UWB1289,1480374,40.7301126858,urogenital_system,40.730114,37.346943,3.383171
VINBLASTINE,ABT-888,RKO,909698,-5.5414676351,digestive_system,-5.5414677,-2.1567535,3.3847141
MK-2206,BEZ-235,OCUBM,909256,22.8758570954,breast,22.875856,26.261925,3.3860683
METFORMIN,BORTEZOMIB,UACC62,905976,-9.2180567326,skin,-9.218057,-12.604613,3.3865566
CYCLOPHOSPHAMIDE,MK-2206,UACC62,905976,9.3113403015,skin,9.31134,5.9193044,3.392036
ABT-888,TEMOZOLOMIDE,SKMES1,909728,22.8941543208,lung,22.894154,19.50156,3.3925934
MK-4541,VINORELBINE,SK-OV-3,905959,1.5315445657,urogenital_system,1.5315446,4.9245253,3.3929806
AZD1775,MK-4541,NCIH2122,722046,-0.3903367009,lung,-0.3903367,3.0043747,3.3947115
GELDANAMYCIN,5-FU,MSTO,908152,1.4592157232,lung,1.4592158,-1.9355469,3.3947625
MK-4541,SUNITINIB,MSTO,908152,6.7131222719,lung,6.7131224,3.3176427,3.3954797
SORAFENIB,VINBLASTINE,LNCAP,907788,-1.7630791317,urogenital_system,-1.7630792,-5.1630263,3.3999472
OXALIPLATIN,ABT-888,SKMEL30,909726,2.0839281646,skin,2.083928,-1.3160518,3.39998
AZD1775,MK-8669,NCIH2122,722046,17.4429740728,lung,17.442974,14.040845,3.4021292
BEZ-235,L778123,NCIH520,908443,32.7332409523,lung,32.733242,36.136993,3.4037514
L778123,VINORELBINE,A2058,906792,24.0346419433,skin,24.034641,20.6306,3.4040413
DOXORUBICIN,MK-8669,MDAMB436,1240172,6.36692512,breast,6.3669252,9.775182,3.4082565
MK-4541,SN-38,SKMES1,909728,-0.0988127729,lung,-0.098812774,3.3109777,3.4097905
MRK-003,DEXAMETHASONE,NCIH520,908443,9.1254339136,lung,9.125434,5.714771,3.4106631
GELDANAMYCIN,CARBOPLATIN,RPMI7951,910903,-5.7836529501,skin,-5.783653,-9.194829,3.4111762
MK-4827,MK-4541,LOVO,907790,5.7488929598,digestive_system,5.748893,2.3358521,3.4130406
MK-8776,OXALIPLATIN,UACC62,905976,-1.754512186,skin,-1.7545122,-5.1708393,3.416327
MK-8776,MK-5108,NCIH2122,722046,-17.1136357508,lung,-17.113636,-13.695631,3.418005
MITOMYCINE,MK-8776,LNCAP,907788,13.9753133643,urogenital_system,13.975313,10.556174,3.419139
METHOTREXATE,DINACICLIB,VCAP,1299075,-18.7159047932,urogenital_system,-18.715904,-22.138786,3.422882
OXALIPLATIN,MK-4541,HCT116,905936,1.5767424064,digestive_system,1.5767424,5.002658,3.4259155
SORAFENIB,MK-2206,A2058,906792,15.7666393124,skin,15.76664,12.339385,3.4272547
MITOMYCINE,LAPATINIB,MDAMB436,1240172,8.7896529458,breast,8.789653,5.359191,3.430462
5-FU,ABT-888,SKMES1,909728,-0.0864245794,lung,-0.08642458,3.3444097,3.4308343
MK-8776,METHOTREXATE,LNCAP,907788,-17.327913227,urogenital_system,-17.327913,-13.893368,3.4345455
SORAFENIB,VINORELBINE,SKMEL30,909726,5.9626994434,skin,5.9626994,2.5270014,3.435698
GELDANAMYCIN,DEXAMETHASONE,VCAP,1299075,5.0496127419,urogenital_system,5.0496125,1.6113703,3.4382422
CYCLOPHOSPHAMIDE,MK-8669,OV90,1240197,13.0321042728,urogenital_system,13.0321045,9.592511,3.4395933
MK-4827,L778123,UACC62,905976,10.9854373922,skin,10.985437,7.541242,3.4441953
TEMOZOLOMIDE,L778123,RPMI7951,910903,8.378533779,skin,8.378533,11.825421,3.446888
MITOMYCINE,MK-2206,OVCAR3,905933,10.4939543222,urogenital_system,10.493955,7.0451803,3.4487743
MK-5108,ZOLINZA,HT144,907067,2.8525557204,skin,2.8525558,-0.5976348,3.4501905
MK-5108,MITOMYCINE,SK-OV-3,905959,-11.3320449438,urogenital_system,-11.332045,-14.78374,3.4516954
SUNITINIB,BORTEZOMIB,UACC62,905976,-6.5817427996,skin,-6.581743,-3.12785,3.4538927
MK-4541,ZOLINZA,A375,906793,-0.726728037,skin,-0.726728,-4.1843038,3.4575758
SORAFENIB,MK-2206,OCUBM,909256,3.6259836104,breast,3.6259837,7.0841765,3.4581928
BEZ-235,ERLOTINIB,VCAP,1299075,29.0519352561,urogenital_system,29.051935,32.512512,3.460577
AZD1775,ABT-888,HCT116,905936,-3.4337944259,digestive_system,-3.4337945,0.027725965,3.4615204
MK-8669,CYCLOPHOSPHAMIDE,OVCAR3,905933,9.5788633228,urogenital_system,9.578863,13.040459,3.4615955
MK-8669,MK-4827,OV90,1240197,14.0400181263,urogenital_system,14.040018,10.577552,3.4624662
GEMCITABINE,BORTEZOMIB,UACC62,905976,-10.8362590931,skin,-10.836259,-7.3726583,3.4636006
BORTEZOMIB,DASATINIB,MDAMB436,1240172,9.4520600789,breast,9.45206,5.9838877,3.468172
ABT-888,METFORMIN,OV90,1240197,2.6110472273,urogenital_system,2.6110473,-0.86191475,3.472962
VINBLASTINE,SORAFENIB,UACC62,905976,7.6852653813,skin,7.6852655,4.210722,3.4745436
VINORELBINE,MK-2206,LNCAP,907788,12.163715711,urogenital_system,12.163715,8.687536,3.4761791
MITOMYCINE,SORAFENIB,OCUBM,909256,-17.7446728608,breast,-17.744673,-14.267999,3.476674
SN-38,AZD1775,UACC62,905976,13.058902395,skin,13.058903,9.5802965,3.4786062
BEZ-235,5-FU,SK-OV-3,905959,4.2458790789,urogenital_system,4.245879,7.730016,3.484137
MITOMYCINE,MK-8669,LOVO,907790,19.4551889965,digestive_system,19.455189,15.970505,3.484684
L778123,BEZ-235,SKMEL30,909726,29.3865144253,skin,29.386515,32.873493,3.4869785
BEZ-235,CARBOPLATIN,SKMES1,909728,19.2953758415,lung,19.295376,22.782532,3.487156
LAPATINIB,TOPOTECAN,OV90,1240197,-12.1520097664,urogenital_system,-12.15201,-8.659015,3.4929953
MK-2206,ABT-888,SK-OV-3,905959,5.3497231055,urogenital_system,5.3497233,8.842999,3.4932761
MK-4827,AZD1775,SK-OV-3,905959,17.1292617603,urogenital_system,17.129261,20.623688,3.4944267
ERLOTINIB,DOXORUBICIN,RPMI7951,910903,-7.2039851116,skin,-7.203985,-10.699722,3.495737
MK-2206,ABT-888,OCUBM,909256,5.7753491569,breast,5.775349,9.278384,3.503035
AZD1775,MK-4541,LOVO,907790,5.2455926546,digestive_system,5.2455926,1.7410054,3.5045872
SORAFENIB,BEZ-235,RPMI7951,910903,-4.4171283879,skin,-4.4171286,-0.90586996,3.5112586
MK-4541,METHOTREXATE,NCIH23,905942,-12.5223481878,lung,-12.522348,-9.009173,3.513175
BORTEZOMIB,DINACICLIB,NCIH1650,687800,-36.358032721,lung,-36.358032,-32.844826,3.5132065
ERLOTINIB,MK-4827,NCIH1650,687800,5.2902855577,lung,5.2902856,1.7762902,3.5139954
MK-2206,ETOPOSIDE,LOVO,907790,36.553882975,digestive_system,36.553883,33.036224,3.5176582
TEMOZOLOMIDE,SORAFENIB,OVCAR3,905933,-11.4923698719,urogenital_system,-11.49237,-7.9691525,3.5232172
DOXORUBICIN,L778123,OCUBM,909256,3.0903783621,breast,3.0903783,-0.43332013,3.5236983
DINACICLIB,MK-4541,HT144,907067,-5.6854596338,skin,-5.6854596,-9.210741,3.5252814
DASATINIB,AZD1775,MSTO,908152,56.5094131283,lung,56.509415,60.034927,3.5255127
SORAFENIB,DINACICLIB,HT144,907067,-2.9898738273,skin,-2.989874,-6.516128,3.5262542
PD325901,BEZ-235,MDAMB436,1240172,34.3905349741,breast,34.390533,37.917202,3.5266685
ERLOTINIB,BORTEZOMIB,NCIH1650,687800,-14.2940195018,lung,-14.29402,-10.767211,3.5268087
SORAFENIB,SN-38,LOVO,907790,-5.2863554195,digestive_system,-5.2863555,-8.813389,3.5270333
ABT-888,MK-2206,OCUBM,909256,5.7753491569,breast,5.775349,9.302462,3.5271125
SORAFENIB,CYCLOPHOSPHAMIDE,HCT116,905936,10.8663249191,digestive_system,10.866325,7.3342977,3.5320277
ABT-888,MITOMYCINE,LNCAP,907788,-9.0287937468,urogenital_system,-9.028793,-5.4967513,3.532042
OXALIPLATIN,L778123,MSTO,908152,2.8429931592,lung,2.8429933,-0.69016296,3.5331562
SN-38,DASATINIB,NCIH1650,687800,35.8039923517,lung,35.803993,32.2674,3.5365944
MK-8776,SORAFENIB,NCIH23,905942,-6.9110911926,lung,-6.9110913,-3.3725305,3.5385609
ERLOTINIB,MRK-003,HCT116,905936,2.963226956,digestive_system,2.963227,6.512042,3.548815
GEMCITABINE,PD325901,SKMEL30,909726,5.9398059583,skin,5.939806,2.3881133,3.5516927
TEMOZOLOMIDE,SN-38,A2058,906792,8.482931463,skin,8.482931,4.930441,3.5524902
MK-2206,CYCLOPHOSPHAMIDE,UACC62,905976,9.3113403015,skin,9.31134,5.758629,3.5527115
L778123,DOXORUBICIN,OCUBM,909256,3.0903783621,breast,3.0903783,-0.46701705,3.5573955
SN-38,ZOLINZA,LOVO,907790,-3.9507773767,digestive_system,-3.9507773,-0.38899538,3.561782
ERLOTINIB,MK-4827,NCIH2122,722046,20.4012692523,lung,20.40127,23.96613,3.5648594
SUNITINIB,CARBOPLATIN,UWB1289,1480374,3.9901043713,urogenital_system,3.9901044,0.4238792,3.5662253
L778123,CARBOPLATIN,NCIH520,908443,-2.7734545516,lung,-2.7734547,0.7929008,3.5663555
CYCLOPHOSPHAMIDE,BORTEZOMIB,SW837,909755,5.0059096372,digestive_system,5.0059094,1.4391674,3.566742
MK-8669,ERLOTINIB,NCIH2122,722046,45.2916116151,lung,45.29161,48.8601,3.568489
MK-4541,TEMOZOLOMIDE,A2058,906792,3.3124111723,skin,3.312411,-0.25902233,3.5714333
DINACICLIB,CYCLOPHOSPHAMIDE,OV90,1240197,-1.2093687729,urogenital_system,-1.2093688,2.3662083,3.5755773
MK-4827,MITOMYCINE,HCT116,905936,8.4502636279,digestive_system,8.450264,4.8724656,3.5777984
METFORMIN,DASATINIB,SK-OV-3,905959,-7.652046791,urogenital_system,-7.6520467,-4.0740933,3.5779533
ERLOTINIB,METHOTREXATE,RKO,909698,-7.1941642843,digestive_system,-7.1941643,-3.6146588,3.5795054
ZOLINZA,MK-5108,NCIH1650,687800,2.9855643312,lung,2.9855642,-0.59412646,3.5796907
TOPOTECAN,DASATINIB,NCIH1650,687800,29.1173110153,lung,29.117311,25.537033,3.5802784
SN-38,LAPATINIB,UACC62,905976,13.8426252627,skin,13.842626,17.42358,3.5809546
METFORMIN,MK-4827,HCT116,905936,5.685305592,digestive_system,5.6853056,2.1032786,3.582027
MK-5108,CARBOPLATIN,LNCAP,907788,-39.2529990156,urogenital_system,-39.253,-35.67003,3.5829697
BORTEZOMIB,MK-5108,SW837,909755,-0.6083260884,digestive_system,-0.6083261,2.9758718,3.584198
SORAFENIB,PD325901,VCAP,1299075,5.8484376588,urogenital_system,5.848438,9.43351,3.585072
SORAFENIB,ABT-888,NCIH520,908443,13.6574206002,lung,13.65742,10.072299,3.5851212
MK-4541,CARBOPLATIN,HCT116,905936,2.8293053578,digestive_system,2.8293054,6.4147806,3.5854752
DOXORUBICIN,SUNITINIB,OV90,1240197,-12.6996824454,urogenital_system,-12.699682,-9.109256,3.5904264
CYCLOPHOSPHAMIDE,MK-4541,OV90,1240197,3.6045776854,urogenital_system,3.6045778,0.009884894,3.594693
DOXORUBICIN,MK-5108,MSTO,908152,-6.6237942399,lung,-6.623794,-3.02806,3.5957341
DASATINIB,L778123,LNCAP,907788,21.0760376993,urogenital_system,21.076038,17.478004,3.598034
BEZ-235,ABT-888,UACC62,905976,19.8343063949,skin,19.834307,23.434296,3.599989
PD325901,VINORELBINE,OCUBM,909256,-11.306547704,breast,-11.306548,-7.7055902,3.6009579
TEMOZOLOMIDE,METFORMIN,NCIH1650,687800,-9.0752240684,lung,-9.075224,-5.473019,3.6022048
GEMCITABINE,MRK-003,OVCAR3,905933,-8.8832297519,urogenital_system,-8.88323,-5.2808924,3.6023378
MITOMYCINE,BORTEZOMIB,UACC62,905976,-10.9347968866,skin,-10.934797,-14.537493,3.6026955
L778123,SORAFENIB,OVCAR3,905933,-21.1367340348,urogenital_system,-21.136734,-17.53215,3.6045837
ERLOTINIB,CYCLOPHOSPHAMIDE,NCIH23,905942,-7.063968146,lung,-7.063968,-3.4589484,3.6050198
5-FU,GELDANAMYCIN,UACC62,905976,-1.3454010107,skin,-1.345401,-4.9504356,3.6050346
MK-5108,MITOMYCINE,OCUBM,909256,-4.4081034801,breast,-4.4081035,-8.013934,3.6058307
BEZ-235,GELDANAMYCIN,RKO,909698,20.1058498458,digestive_system,20.10585,23.712383,3.606533
SUNITINIB,TEMOZOLOMIDE,RKO,909698,5.9122059996,digestive_system,5.912206,9.522649,3.6104426
MK-5108,GELDANAMYCIN,RPMI7951,910903,-4.1650048104,skin,-4.1650047,-7.7790723,3.6140676
ETOPOSIDE,L778123,HCT116,905936,-2.5129995503,digestive_system,-2.5129995,1.1033423,3.6163418
OXALIPLATIN,MK-5108,SK-OV-3,905959,3.6904060741,urogenital_system,3.690406,7.308027,3.6176207
PD325901,OXALIPLATIN,RPMI7951,910903,-5.33346211,skin,-5.333462,-8.953113,3.6196504
SUNITINIB,5-FU,MDAMB436,1240172,5.2313892647,breast,5.231389,8.853251,3.6218624
MK-4827,SUNITINIB,OCUBM,909256,9.272121882,breast,9.272121,5.6496024,3.622519
ABT-888,BEZ-235,SW837,909755,23.2895991148,digestive_system,23.289598,26.913368,3.6237698
ERLOTINIB,METHOTREXATE,UACC62,905976,8.6466050994,skin,8.6466055,5.01643,3.6301756
PACLITAXEL,PD325901,SK-OV-3,905959,7.9805049197,urogenital_system,7.980505,11.615259,3.6347542
L778123,VINBLASTINE,SKMEL30,909726,20.9831401503,skin,20.98314,17.347244,3.6358967
SUNITINIB,ERLOTINIB,SW837,909755,12.8231488882,digestive_system,12.823149,16.459278,3.6361294
MK-5108,PD325901,SKMES1,909728,-6.6377385702,lung,-6.6377387,-10.27422,3.6364818
MK-4827,BEZ-235,NCIH520,908443,13.2667361593,lung,13.266736,16.909481,3.642745
METFORMIN,L778123,NCIH520,908443,6.5326065736,lung,6.5326066,2.8889692,3.6436374
L778123,GEMCITABINE,SW837,909755,7.0243512046,digestive_system,7.024351,3.3804352,3.643916
MITOMYCINE,MK-5108,OCUBM,909256,-4.4081034801,breast,-4.4081035,-0.7609389,3.6471646
L778123,METHOTREXATE,NCIH1650,687800,-9.8180255431,lung,-9.818026,-6.1661396,3.651886
ZOLINZA,GEMCITABINE,OV90,1240197,5.7169278247,urogenital_system,5.716928,2.0590396,3.6578884
MK-8669,MK-8776,NCIH1650,687800,27.4019110875,lung,27.40191,23.7425,3.6594105
MK-8776,SORAFENIB,HCT116,905936,10.6493467033,digestive_system,10.649346,6.98982,3.6595263
PACLITAXEL,SUNITINIB,SK-OV-3,905959,9.7537234624,urogenital_system,9.753723,6.0884333,3.6652899
BORTEZOMIB,TOPOTECAN,LOVO,907790,0.5583294375,digestive_system,0.55832946,4.2321067,3.673777
CARBOPLATIN,DINACICLIB,LOVO,907790,-2.0448191594,digestive_system,-2.044819,-5.719742,3.6749227
VINORELBINE,MK-2206,OCUBM,909256,-15.7810074202,breast,-15.781008,-12.101376,3.6796322
MK-8776,MK-4827,NCIH23,905942,-1.4875251239,lung,-1.4875251,-5.1720896,3.6845646
GELDANAMYCIN,CYCLOPHOSPHAMIDE,SKMES1,909728,1.0591706844,lung,1.0591707,4.744603,3.6854324
CYCLOPHOSPHAMIDE,ABT-888,RPMI7951,910903,-7.016517482,skin,-7.0165176,-3.3287323,3.6877854
OXALIPLATIN,MK-8669,NCIH520,908443,-6.0723273458,lung,-6.072327,-2.3837366,3.6885905
MK-2206,ERLOTINIB,RPMI7951,910903,24.8385815855,skin,24.838581,21.149837,3.6887436
CARBOPLATIN,ABT-888,MDAMB436,1240172,8.5776318769,breast,8.577632,4.8868847,3.6907473
TOPOTECAN,BORTEZOMIB,NCIH520,908443,-22.4500513596,lung,-22.450052,-26.141079,3.6910267
OXALIPLATIN,MK-8669,A375,906793,-4.2076266906,skin,-4.207627,-7.8990293,3.6914024
MK-4541,MK-5108,SW837,909755,-5.4797261974,digestive_system,-5.4797263,-1.7875639,3.6921625
MK-8669,DASATINIB,SKMEL30,909726,19.6827256308,skin,19.682726,15.985135,3.6975908
METFORMIN,SORAFENIB,RPMI7951,910903,3.9814165987,skin,3.9814167,7.680727,3.6993103
VINBLASTINE,L778123,UACC62,905976,21.2529440759,skin,21.252945,17.55312,3.6998253
PACLITAXEL,MK-4541,RKO,909698,11.2229717782,digestive_system,11.222972,14.926078,3.703106
CARBOPLATIN,DASATINIB,VCAP,1299075,29.0665220981,urogenital_system,29.066523,25.355228,3.7112942
BORTEZOMIB,MRK-003,LNCAP,907788,-2.7690107121,urogenital_system,-2.7690108,0.9434485,3.7124593
BORTEZOMIB,SUNITINIB,RPMI7951,910903,-11.2395978324,skin,-11.239598,-7.521677,3.7179213
GEMCITABINE,DINACICLIB,MSTO,908152,-7.8159257094,lung,-7.8159256,-4.096892,3.7190337
DASATINIB,MK-5108,SKMEL30,909726,-12.2451078089,skin,-12.245108,-8.525969,3.719139
5-FU,MK-8669,HCT116,905936,2.5493305703,digestive_system,2.5493305,6.269327,3.7199967
TOPOTECAN,MRK-003,SW837,909755,7.1418298179,digestive_system,7.14183,10.862912,3.7210822
MK-8669,OXALIPLATIN,HT144,907067,-3.0970873872,skin,-3.0970874,-6.818621,3.7215338
CYCLOPHOSPHAMIDE,DASATINIB,A2058,906792,10.3791196623,skin,10.37912,6.656891,3.722229
DOXORUBICIN,MK-5108,OCUBM,909256,-2.2316850774,breast,-2.2316852,1.4950495,3.7267346
ERLOTINIB,LAPATINIB,OV90,1240197,-12.9989361489,urogenital_system,-12.998936,-9.270843,3.7280931
5-FU,DINACICLIB,NCIH520,908443,-4.3210485458,lung,-4.3210487,-0.5916001,3.7294486
SUNITINIB,MITOMYCINE,RKO,909698,-5.9000856657,digestive_system,-5.9000854,-2.164949,3.7351365
VINBLASTINE,GELDANAMYCIN,HCT116,905936,-16.399058051,digestive_system,-16.399057,-12.662997,3.7360601
GELDANAMYCIN,5-FU,LOVO,907790,-6.3531366592,digestive_system,-6.3531365,-10.09263,3.7394938
SORAFENIB,SUNITINIB,UACC62,905976,3.854611654,skin,3.8546116,7.5948577,3.740246
ETOPOSIDE,MK-8776,SKMES1,909728,-14.1575925921,lung,-14.157593,-17.89817,3.7405777
SN-38,MK-5108,T-47D,905945,3.7550215642,breast,3.7550216,7.496048,3.7410264
PACLITAXEL,GELDANAMYCIN,RPMI7951,910903,-7.9125704125,skin,-7.9125705,-4.1665893,3.7459812
L778123,CYCLOPHOSPHAMIDE,OV90,1240197,12.5861796189,urogenital_system,12.58618,8.839906,3.746274
SUNITINIB,MITOMYCINE,LOVO,907790,0.4094067594,digestive_system,0.40940675,4.172801,3.7633944
LAPATINIB,AZD1775,MDAMB436,1240172,10.9223657195,breast,10.922366,7.1550364,3.7673297
ABT-888,GELDANAMYCIN,UACC62,905976,4.1728440759,skin,4.172844,7.943867,3.7710233
GELDANAMYCIN,MRK-003,MDAMB436,1240172,2.660541695,breast,2.6605418,6.431924,3.771382
ABT-888,MK-8669,OVCAR3,905933,14.2399767828,urogenital_system,14.239977,10.467329,3.7726479
DASATINIB,METHOTREXATE,NCIH520,908443,-1.1378884447,lung,-1.1378884,-4.912398,3.7745094
ERLOTINIB,CYCLOPHOSPHAMIDE,SW837,909755,-1.4347186075,digestive_system,-1.4347186,2.342821,3.7775395
SUNITINIB,ERLOTINIB,NCIH520,908443,14.9878445357,lung,14.987844,11.208282,3.779562
ABT-888,GELDANAMYCIN,MSTO,908152,16.3961454953,lung,16.396145,12.614152,3.781993
AZD1775,TEMOZOLOMIDE,NCIH2122,722046,3.1221925841,lung,3.1221926,-0.6606685,3.7828612
LAPATINIB,CYCLOPHOSPHAMIDE,HCT116,905936,-2.0976167099,digestive_system,-2.0976167,1.6866081,3.7842247
PACLITAXEL,GELDANAMYCIN,HT144,907067,7.9924900483,skin,7.99249,11.776953,3.784463
MK-8669,MK-4827,SK-OV-3,905959,22.8494118679,urogenital_system,22.849411,26.6339,3.7844887
ZOLINZA,BEZ-235,SKMEL30,909726,9.7226526799,skin,9.722652,13.517593,3.794941
MK-4827,AZD1775,HCT116,905936,8.08990716,digestive_system,8.089907,11.886387,3.7964802
MK-2206,VINORELBINE,OCUBM,909256,-15.7810074202,breast,-15.781008,-11.983224,3.7977839
CARBOPLATIN,BORTEZOMIB,OV90,1240197,-3.8150119215,urogenital_system,-3.815012,-7.6184115,3.8033996
ERLOTINIB,SORAFENIB,A375,906793,17.3204330647,skin,17.320433,13.515764,3.8046684
OXALIPLATIN,MK-4541,OVCAR3,905933,-0.0969473081,urogenital_system,-0.096947305,3.7107933,3.8077404
MK-8776,ABT-888,SK-OV-3,905959,1.2940699051,urogenital_system,1.2940699,-2.5145178,3.8085876
AZD1775,ETOPOSIDE,RPMI7951,910903,7.4992351883,skin,7.499235,3.689488,3.8097472
SUNITINIB,L778123,RKO,909698,12.4700605981,digestive_system,12.47006,8.655787,3.8142729
MK-5108,CYCLOPHOSPHAMIDE,MDAMB436,1240172,6.8525614553,breast,6.8525615,3.0348768,3.8176847
OXALIPLATIN,SORAFENIB,SKMES1,909728,-1.6144442684,lung,-1.6144443,-5.434074,3.8196297
SUNITINIB,ERLOTINIB,SKMES1,909728,22.526868294,lung,22.526869,18.705242,3.8216267
L778123,ERLOTINIB,SK-OV-3,905959,16.9332579525,urogenital_system,16.933258,13.110255,3.8230028
DINACICLIB,CYCLOPHOSPHAMIDE,OVCAR3,905933,1.5217758765,urogenital_system,1.5217758,5.345776,3.8240004
ABT-888,CARBOPLATIN,HT144,907067,6.3997247103,skin,6.3997245,2.5747213,3.8250031
MK-8669,MK-4827,MDAMB436,1240172,19.7708985863,breast,19.770899,15.944308,3.8265905
CARBOPLATIN,TEMOZOLOMIDE,SK-OV-3,905959,-20.8090800798,urogenital_system,-20.80908,-16.980175,3.828905
5-FU,MK-5108,MDAMB436,1240172,2.8172121104,breast,2.817212,6.647531,3.830319
MK-2206,5-FU,NCIH520,908443,12.9538647031,lung,12.953865,9.119864,3.8340006
MK-8776,MITOMYCINE,LNCAP,907788,13.9753133643,urogenital_system,13.975313,10.140646,3.8346672
BORTEZOMIB,METFORMIN,MDAMB436,1240172,-4.6415256825,breast,-4.6415257,-8.479249,3.8377233
MK-4827,BEZ-235,HCT116,905936,13.6970751099,digestive_system,13.697075,17.535847,3.8387718
MRK-003,DEXAMETHASONE,HT144,907067,-6.7849341351,skin,-6.784934,-2.9415524,3.8433816
MK-8776,CARBOPLATIN,OV90,1240197,3.2952077666,urogenital_system,3.2952077,-0.54903764,3.8442454
DASATINIB,ABT-888,NCIH520,908443,21.6849725787,lung,21.684973,17.840614,3.8443584
TOPOTECAN,ABT-888,T-47D,905945,10.2752313972,breast,10.275231,14.123306,3.848075
ERLOTINIB,GELDANAMYCIN,SK-OV-3,905959,3.2261508974,urogenital_system,3.226151,-0.6253108,3.851462
METFORMIN,MK-5108,LOVO,907790,-8.19848652,digestive_system,-8.198486,-4.345672,3.8528142
SORAFENIB,MK-2206,MSTO,908152,-5.9993808947,lung,-5.999381,-9.860537,3.8611555
CARBOPLATIN,TEMOZOLOMIDE,SW837,909755,-27.0532930436,digestive_system,-27.053293,-23.189678,3.863615
MK-8669,OXALIPLATIN,A375,906793,-4.2076266906,skin,-4.207627,-8.0718775,3.8642507
CARBOPLATIN,MRK-003,MDAMB436,1240172,6.3467084091,breast,6.3467083,2.4824123,3.864296
TEMOZOLOMIDE,CYCLOPHOSPHAMIDE,NCIH23,905942,-7.4780135916,lung,-7.4780135,-3.6114829,3.8665307
DINACICLIB,DOXORUBICIN,NCIH1650,687800,-11.2243421508,lung,-11.224342,-7.354597,3.8697453
L778123,GEMCITABINE,NCIH2122,722046,-1.596155099,lung,-1.596155,2.2736533,3.8698082
SORAFENIB,DINACICLIB,T-47D,905945,-4.4221044095,breast,-4.4221044,-0.55199504,3.8701093
SORAFENIB,LAPATINIB,NCIH2122,722046,14.8848517534,lung,14.884851,11.011195,3.8736563
MK-5108,BEZ-235,RPMI7951,910903,8.840807468,skin,8.840808,12.715204,3.8743963
AZD1775,DEXAMETHASONE,SKMEL30,909726,11.0391535987,skin,11.039154,7.164606,3.874548
CYCLOPHOSPHAMIDE,DINACICLIB,A2058,906792,12.4027520316,skin,12.402752,8.524419,3.878333
L778123,MK-8669,NCIH23,905942,17.0900069137,lung,17.090008,20.969002,3.878994
BEZ-235,DEXAMETHASONE,NCIH520,908443,26.8048139543,lung,26.804813,30.683815,3.8790016
DASATINIB,SUNITINIB,NCIH2122,722046,1.1907032612,lung,1.1907033,-2.6941466,3.88485
CYCLOPHOSPHAMIDE,MK-4827,OV90,1240197,0.1281713271,urogenital_system,0.12817132,-3.7638214,3.8919926
GEMCITABINE,DASATINIB,VCAP,1299075,17.5548056679,urogenital_system,17.554806,13.655744,3.8990622
MK-4827,CYCLOPHOSPHAMIDE,UWB1289,1480374,2.5850063089,urogenital_system,2.5850062,-1.3146298,3.899636
LAPATINIB,SORAFENIB,NCIH2122,722046,14.8848517534,lung,14.884851,10.98359,3.9012613
GEMCITABINE,MK-5108,A2058,906792,6.5846946018,skin,6.5846944,2.6787183,3.905976
OXALIPLATIN,MK-4827,SKMES1,909728,-5.8963232641,lung,-5.896323,-9.80563,3.9093065
MK-4827,MK-2206,MDAMB436,1240172,16.5637648915,breast,16.563765,20.476215,3.9124508
BEZ-235,METHOTREXATE,NCIH520,908443,-8.9723377897,lung,-8.972338,-5.059736,3.912602
VINORELBINE,BEZ-235,NCIH1650,687800,12.5138204193,lung,12.513821,16.4292,3.9153786
MK-4827,DASATINIB,SKMES1,909728,0.9249674689,lung,0.92496747,4.845681,3.9207137
MK-4541,L778123,NCIH1650,687800,1.6023440969,lung,1.6023442,-2.318981,3.9213252
DINACICLIB,METHOTREXATE,NCIH23,905942,-13.6526537927,lung,-13.652654,-9.730288,3.9223661
VINORELBINE,SUNITINIB,A2058,906792,-13.1617410674,skin,-13.161741,-9.236081,3.9256601
MK-4827,METFORMIN,HT144,907067,3.8369038195,skin,3.8369038,-0.09391299,3.930817
MK-5108,DOXORUBICIN,A2058,906792,-6.2110304888,skin,-6.2110305,-2.2751815,3.935849
SUNITINIB,MK-8669,MDAMB436,1240172,16.7636947367,breast,16.763695,12.822185,3.9415102
DINACICLIB,MITOMYCINE,UWB1289,1480374,-3.6453365755,urogenital_system,-3.6453366,0.29922116,3.9445577
ZOLINZA,MK-5108,HT144,907067,2.8525557204,skin,2.8525558,-1.0997515,3.9523072
MK-2206,BORTEZOMIB,NCIH23,905942,-4.2615480931,lung,-4.261548,-8.2141485,3.9526005
OXALIPLATIN,TEMOZOLOMIDE,NCIH520,908443,-8.7556298174,lung,-8.75563,-4.80125,3.9543796
BEZ-235,ETOPOSIDE,NCIH520,908443,10.0132192025,lung,10.013219,13.96785,3.9546309
