Unnamed: 0,Drug1,Drug2,Cell line,synergy,fold,index,Cosmic sample Id,Tissue,set,predict,abs_error
8024,GEMCITABINE,MK-4827,NCIH1650,1.9747209748,3,8024,687800.0,lung,test_dc,-0.31874627,2.2934672435492374
16380,MRK-003,ERLOTINIB,HCT116,2.963226956,3,16380,905936.0,digestive_system,test_dc,0.66798174,2.295245212187439
20009,TEMOZOLOMIDE,ERLOTINIB,SKMES1,11.3611098702,4,20009,909728.0,lung,test_dc,9.062063,2.299046653036914
40882,PACLITAXEL,L778123,HT144,19.492976425,0,40882,907067.0,skin,test_dc,21.79294,2.2999637147705094
3180,CARBOPLATIN,SUNITINIB,A2058,-8.8203031579,2,3180,906792.0,skin,test_dc,-6.5178175,2.3024856606465818
4979,DEXAMETHASONE,MK-5108,SKMES1,-11.576886936,0,4979,909728.0,lung,test_dc,-9.26017,2.316716953089843
14825,MK-4827,OXALIPLATIN,SKMES1,-5.8963232641,0,14825,909728.0,lung,test_dc,-3.570689,2.325634301163599
42120,SUNITINIB,BORTEZOMIB,A2058,-3.7892011905,4,42120,906792.0,skin,test_dc,-1.4499742,2.3392270112321167
28818,DOXORUBICIN,MK-4827,UWB1289,-0.2095963688,3,28818,1480374.0,urogenital_system,test_dc,2.1297863,2.3393826217754636
37838,MK-4827,MK-8776,SK-OV-3,6.0850015382,1,37838,905959.0,urogenital_system,test_dc,3.7389917,2.3460098008342776
37784,MK-4827,MK-8669,SKMES1,20.5577616505,2,37784,909728.0,lung,test_dc,18.21157,2.346190910753908
45697,ZOLINZA,MK-4827,OCUBM,-3.8091992288,1,45697,909256.0,breast,test_dc,-6.1571875,2.3479882330530275
29477,ERLOTINIB,OXALIPLATIN,SW837,-5.11531975,1,29477,909755.0,digestive_system,test_dc,-2.7573316,2.357988140274048
14732,MK-4827,MK-8669,SKMES1,20.5577616505,2,14732,909728.0,lung,test_dc,18.192556,2.3652052692744157
26021,CARBOPLATIN,MK-4827,OV90,-9.0055268456,2,26021,1240197.0,urogenital_system,test_dc,-6.638263,2.3672636200445805
44787,VINORELBINE,GELDANAMYCIN,HCT116,-12.5397262203,2,44787,905936.0,digestive_system,test_dc,-14.912485,2.3727589023806637
19475,SUNITINIB,MK-8776,A375,29.5082454059,2,19475,906793.0,skin,test_dc,31.882044,2.373798432600978
22001,VINORELBINE,PD325901,A375,2.205917362,1,22001,906793.0,skin,test_dc,4.586128,2.380210872863281
19657,SUNITINIB,SORAFENIB,SKMEL30,5.5231437007,3,19657,909726.0,skin,test_dc,3.1422637,2.3808800498058353
19492,SUNITINIB,MK-8776,NCIH23,-7.6008247917,2,19492,905942.0,lung,test_dc,-5.2183695,2.382455307752246
42501,SUNITINIB,MK-8669,MDAMB436,16.7636947367,4,42501,1240172.0,breast,test_dc,14.372638,2.391056987981738
18091,PACLITAXEL,MK-8776,VCAP,7.7254899117,0,18091,1299075.0,urogenital_system,test_dc,10.118071,2.3925806907169918
18043,PACLITAXEL,MK-8669,SKMEL30,40.137943858,4,18043,909726.0,skin,test_dc,37.743786,2.394157999845703
6488,ERLOTINIB,SN-38,NCIH1650,4.9447607433,2,6488,687800.0,lung,test_dc,2.550508,2.39425272099165
40750,PACLITAXEL,DASATINIB,UACC62,10.5237598407,0,40750,905976.0,skin,test_dc,12.923206,2.3994464886457028
14616,MK-4827,ERLOTINIB,SK-OV-3,7.5147891191,4,14616,905959.0,urogenital_system,test_dc,9.914441,2.3996519896036137
9146,L778123,SUNITINIB,A375,17.4868393184,2,9146,906793.0,skin,test_dc,19.888151,2.401311850423241
42161,SUNITINIB,DASATINIB,A375,33.8241093461,1,42161,906793.0,skin,test_dc,31.412552,2.4115574662171895
19502,SUNITINIB,MK-8776,SKMES1,-12.171373595,2,19502,909728.0,lung,test_dc,-14.587987,2.4166133511059567
44403,VINBLASTINE,SUNITINIB,MDAMB436,-5.8856345285,2,44403,1240172.0,breast,test_dc,-8.308741,2.4231060873447268
3744,CYCLOPHOSPHAMIDE,MK-4827,NCIH2122,10.5451317132,3,3744,722046.0,lung,test_dc,12.972211,2.4270791708942383
27875,DEXAMETHASONE,L778123,SKMES1,5.2440783182,3,27875,909728.0,lung,test_dc,2.8116152,2.4324630895470456
44656,VINORELBINE,BORTEZOMIB,UACC62,-25.4149395191,3,44656,905976.0,skin,test_dc,-27.851366,2.4364265239908214
23490,5-FU,MK-4827,HCT116,8.0324018449,3,23490,905936.0,digestive_system,test_dc,10.471325,2.438923075754296
33507,METFORMIN,MK-4827,HCT116,5.685305592,2,33507,905936.0,digestive_system,test_dc,3.2456486,2.4396569694871824
14497,MK-4827,BORTEZOMIB,SKMEL30,-1.8572475636,1,14497,909726.0,skin,test_dc,-4.3048644,2.4476168429856933
29225,ERLOTINIB,BORTEZOMIB,LOVO,4.4436491088,0,29225,907790.0,digestive_system,test_dc,6.891533,2.447883789149219
18017,PACLITAXEL,MK-8669,A375,28.9855459398,4,18017,906793.0,skin,test_dc,31.4363,2.4507543379099594
4583,DEXAMETHASONE,BEZ-235,OV90,13.8393778842,2,4583,1240197.0,urogenital_system,test_dc,16.291143,2.451765533158399
45696,ZOLINZA,MK-4827,NCIH520,-3.0625911787,1,45696,908443.0,lung,test_dc,-0.5821979,2.480393274113208
46005,ZOLINZA,SUNITINIB,NCIH2122,1.4044583073,3,46005,722046.0,lung,test_dc,3.8870814,2.4826230773588134
4705,DEXAMETHASONE,DINACICLIB,SKMEL30,-2.3100177099,3,4705,909726.0,skin,test_dc,0.18252672,2.492544432450392
28068,DEXAMETHASONE,MK-8669,RPMI7951,11.1553304868,1,28068,910903.0,skin,test_dc,13.653776,2.4984456820232417
32751,LAPATINIB,MK-4827,T-47D,-6.9637960753,3,32751,905945.0,breast,test_dc,-4.458868,2.504928048566602
19449,SUNITINIB,MK-8669,MDAMB436,16.7636947367,4,19449,1240172.0,breast,test_dc,19.27373,2.5100345876408205
17808,PACLITAXEL,GELDANAMYCIN,RPMI7951,-7.9125704125,2,17808,910903.0,skin,test_dc,-10.428132,2.5155616446899414
37612,MK-4827,DINACICLIB,LNCAP,-1.870128722,0,37612,907788.0,urogenital_system,test_dc,0.6466805,2.516809196281311
14031,MK-4541,PACLITAXEL,SK-OV-3,8.7052696613,3,14031,905959.0,urogenital_system,test_dc,6.185546,2.5197237399743155
44577,VINORELBINE,AZD1775,T-47D,-13.6059884367,4,44577,905945.0,breast,test_dc,-16.131369,2.5253802003849604
27943,DEXAMETHASONE,MK-2206,NCIH23,3.0703185711,4,27943,905942.0,lung,test_dc,5.5988703,2.528551706304785
14187,MK-4541,SUNITINIB,SK-OV-3,0.5782777355,4,14187,905959.0,urogenital_system,test_dc,3.1187713,2.5404935791209717
8844,L778123,MK-4827,RPMI7951,11.2932269138,3,8844,910903.0,skin,test_dc,8.747301,2.5459258121154296
19155,SUNITINIB,DINACICLIB,HCT116,-1.6217115405,0,19155,905936.0,digestive_system,test_dc,-4.1679053,2.546193790157959
43230,TEMOZOLOMIDE,MK-4827,SKMEL30,36.2524556281,3,43230,909726.0,skin,test_dc,33.702,2.550455963793361
21663,VINORELBINE,DINACICLIB,MDAMB436,-6.3975537953,2,21663,1240172.0,breast,test_dc,-8.948914,2.5513597789187497
6533,ERLOTINIB,SORAFENIB,OV90,2.0719161847,1,6533,1240197.0,urogenital_system,test_dc,4.6245146,2.552598395072949
19663,SUNITINIB,SORAFENIB,UACC62,3.854611654,3,19663,905976.0,skin,test_dc,6.4080462,2.553434591574951
45705,ZOLINZA,MK-4827,SK-OV-3,26.3489144234,1,45705,905959.0,urogenital_system,test_dc,23.784636,2.564278879576758
16988,MRK-003,PACLITAXEL,NCIH1650,14.1222062011,3,16988,687800.0,lung,test_dc,16.688145,2.5659384827378915
18186,PACLITAXEL,SUNITINIB,MDAMB436,0.0360374643,0,18186,1240172.0,breast,test_dc,2.610254,2.5742165850011474
4738,DEXAMETHASONE,ERLOTINIB,OCUBM,8.0125158081,4,4738,909256.0,breast,test_dc,5.42478,2.5877359161322264
45489,ZOLINZA,ERLOTINIB,HCT116,-0.6286005348,4,45489,905936.0,digestive_system,test_dc,-3.2250473,2.5964468151298097
29404,ERLOTINIB,MK-8669,VCAP,17.9729893912,4,29404,1299075.0,urogenital_system,test_dc,20.569725,2.596735645421095
6224,ERLOTINIB,DASATINIB,RKO,11.2554584031,3,6224,909698.0,digestive_system,test_dc,13.855756,2.600297402869238
21735,VINORELBINE,GELDANAMYCIN,HCT116,-12.5397262203,2,21735,905936.0,digestive_system,test_dc,-9.934736,2.6049899684689457
37503,MK-4827,BEZ-235,NCIH520,13.2667361593,0,37503,908443.0,lung,test_dc,15.876335,2.609598984742968
28616,DOXORUBICIN,ERLOTINIB,SKMES1,-7.5893902304,1,28616,909728.0,lung,test_dc,-4.975881,2.6135091306990725
17722,PACLITAXEL,DINACICLIB,NCIH23,-16.9000021483,4,17722,905942.0,lung,test_dc,-14.285746,2.6142565275724614
40774,PACLITAXEL,DINACICLIB,NCIH23,-16.9000021483,4,40774,905942.0,lung,test_dc,-19.516802,2.616799685806445
1401,AZD1775,ERLOTINIB,SK-OV-3,16.1911336226,3,1401,905959.0,urogenital_system,test_dc,18.820215,2.6290816026197277
19046,SUNITINIB,BEZ-235,NCIH1650,17.6854598669,1,19046,687800.0,lung,test_dc,15.047911,2.6375491765923833
42264,SUNITINIB,ERLOTINIB,RPMI7951,2.3654943963,2,42264,910903.0,skin,test_dc,-0.27491185,2.6404062469908416
44988,VINORELBINE,MK-8669,MDAMB436,12.519922655,3,44988,1240172.0,breast,test_dc,9.874605,2.6453174761669924
4808,DEXAMETHASONE,L778123,LOVO,-1.5576491958,3,4808,907790.0,digestive_system,test_dc,1.0885012,2.646150410781079
21636,VINORELBINE,DASATINIB,RPMI7951,10.2822484096,2,21636,910903.0,skin,test_dc,7.6347513,2.6474970897147454
37225,MK-4541,SUNITINIB,MSTO,6.7131222719,4,37225,908152.0,lung,test_dc,9.360803,2.6476803785516605
9568,LAPATINIB,ERLOTINIB,UACC62,10.5990923935,3,9568,905976.0,skin,test_dc,7.9501534,2.6489390426699213
9172,L778123,SUNITINIB,SKMEL30,5.8007717465,2,9172,909726.0,skin,test_dc,3.150392,2.650379690988525
45480,ZOLINZA,ERLOTINIB,A2058,2.5500774099,4,45480,906792.0,skin,test_dc,-0.10237943,2.6524568362601304
13785,MK-4541,MK-4827,NCIH2122,14.0458910301,1,13785,722046.0,lung,test_dc,11.3866825,2.6592085197240234
31650,L778123,ERLOTINIB,MDAMB436,8.1310440145,0,31650,1240172.0,breast,test_dc,10.791593,2.6605485834614253
10251,METFORMIN,ERLOTINIB,A2058,4.9388424973,0,10251,906792.0,skin,test_dc,2.2781975,2.660644970368237
17818,PACLITAXEL,GELDANAMYCIN,VCAP,-0.1587119671,2,17818,1299075.0,urogenital_system,test_dc,-2.823149,2.6644369987355714
42113,SUNITINIB,BEZ-235,SW837,18.053698275,1,42113,909755.0,digestive_system,test_dc,15.382088,2.6716105674804673
9161,L778123,SUNITINIB,NCIH1650,5.999936514,2,9161,687800.0,lung,test_dc,3.328009,2.6719276238480223
18236,PACLITAXEL,TEMOZOLOMIDE,RKO,-8.8105322606,3,18236,909698.0,digestive_system,test_dc,-11.492519,2.681987118062109
5138,DEXAMETHASONE,SORAFENIB,SW837,0.3770266011,4,5138,909755.0,digestive_system,test_dc,-2.311797,2.6888235047102294
44655,VINORELBINE,BORTEZOMIB,T-47D,-35.9205928644,3,44655,905945.0,breast,test_dc,-33.229137,2.691455443745703
19000,SUNITINIB,AZD1775,HT144,1.9808217994,2,19000,907067.0,skin,test_dc,4.6770296,2.6962078102801756
6083,ERLOTINIB,ABT-888,A375,-1.8874765729,4,6083,906793.0,skin,test_dc,-4.584059,2.69658218869668
42626,SUNITINIB,PD325901,OV90,1.7641951637,4,42626,1240197.0,urogenital_system,test_dc,4.461825,2.697629730251416
19419,SUNITINIB,MK-5108,OVCAR3,1.4579005828,0,19419,905933.0,urogenital_system,test_dc,4.156143,2.6982426056765627
24602,AZD1775,MK-4827,OV90,-1.4620063729,1,24602,1240197.0,urogenital_system,test_dc,1.24239,2.7043964094829467
21782,VINORELBINE,LAPATINIB,NCIH1650,6.7456114189,1,21782,687800.0,lung,test_dc,9.455683,2.7100713356166013
42389,SUNITINIB,MK-2206,OCUBM,-3.2934584484,2,42389,909256.0,breast,test_dc,-0.58014333,2.7133151159186157
4960,DEXAMETHASONE,MK-5108,HT144,-1.8832912359,0,4960,907067.0,skin,test_dc,-4.59818,2.7148885812997072
14010,MK-4541,PACLITAXEL,HCT116,-8.0798379712,3,14010,905936.0,digestive_system,test_dc,-5.3637476,2.7160903744592773
21603,VINORELBINE,BORTEZOMIB,T-47D,-35.9205928644,3,21603,905945.0,breast,test_dc,-33.20157,2.7190242608843747
37509,MK-4827,BEZ-235,RPMI7951,17.4868958083,0,37509,910903.0,skin,test_dc,14.764652,2.722243556102736
36846,MK-4541,MK-4827,RPMI7951,-4.3944250762,1,36846,910903.0,skin,test_dc,-1.6673428,2.7270822941794313
14824,MK-4827,OXALIPLATIN,SKMEL30,5.6416860927,0,14824,909726.0,skin,test_dc,8.368987,2.727300990735059
39865,MRK-003,MK-4827,VCAP,12.1209563951,0,39865,1299075.0,urogenital_system,test_dc,9.38635,2.7346067170604496
21936,VINORELBINE,MK-8669,MDAMB436,12.519922655,3,21936,1240172.0,breast,test_dc,9.783904,2.7360185793774416
17583,PACLITAXEL,AZD1775,UWB1289,65.7563683428,4,17583,1480374.0,urogenital_system,test_dc,63.018497,2.7378708757589862
29235,ERLOTINIB,BORTEZOMIB,OVCAR3,-15.0662119004,0,29235,905933.0,urogenital_system,test_dc,-17.809399,2.743186750723046
2772,CARBOPLATIN,ERLOTINIB,NCIH520,-11.3019160921,0,2772,908443.0,lung,test_dc,-8.552018,2.749897926511622
14851,MK-4827,PD325901,MSTO,9.0486423773,3,14851,908152.0,lung,test_dc,6.293585,2.7550575536916018
40038,MRK-003,PACLITAXEL,MDAMB436,11.8834974956,3,40038,1240172.0,breast,test_dc,9.123896,2.759601850458399
18273,PACLITAXEL,ZOLINZA,OVCAR3,-1.286416976,3,18273,905933.0,urogenital_system,test_dc,-4.0478106,2.7613935785043946
31342,GEMCITABINE,SUNITINIB,UACC62,5.2682525021,2,31342,905976.0,skin,test_dc,8.030756,2.7625034946041014
44562,VINORELBINE,AZD1775,NCIH2122,-29.0534773004,4,44562,722046.0,lung,test_dc,-31.824724,2.7712468969876944
2787,CARBOPLATIN,ERLOTINIB,UWB1289,5.9474098761,0,2787,1480374.0,urogenital_system,test_dc,3.1757138,2.771696098557886
27757,DEXAMETHASONE,DINACICLIB,SKMEL30,-2.3100177099,3,27757,909726.0,skin,test_dc,0.46269995,2.7727176596413634
4629,DEXAMETHASONE,BORTEZOMIB,SK-OV-3,3.520986426,3,4629,905959.0,urogenital_system,test_dc,0.74438936,2.776597070817352
42016,SUNITINIB,ABT-888,LNCAP,-0.8374159578,4,42016,907788.0,urogenital_system,test_dc,1.9413723,2.7787882331524782
8613,L778123,ERLOTINIB,SK-OV-3,16.9332579525,0,8613,905959.0,urogenital_system,test_dc,14.148291,2.7849673183447266
6168,ERLOTINIB,BORTEZOMIB,HCT116,2.243477444,0,6168,905936.0,digestive_system,test_dc,-0.54437274,2.787850181407684
44559,VINORELBINE,AZD1775,MDAMB436,-0.8931716097,4,44559,1240172.0,breast,test_dc,1.8954333,2.7886049163940307
34896,MITOMYCINE,ERLOTINIB,T-47D,-10.7047520602,3,34896,905945.0,breast,test_dc,-13.499096,2.7943438565480463
14534,MK-4827,DASATINIB,RKO,23.7353555987,2,14534,909698.0,digestive_system,test_dc,26.533596,2.7982404401183594
4599,DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423,3,4599,906792.0,skin,test_dc,0.92333513,2.7998897772830627
6183,ERLOTINIB,BORTEZOMIB,OVCAR3,-15.0662119004,0,6183,905933.0,urogenital_system,test_dc,-17.871016,2.804803648306054
14793,MK-4827,MK-8776,UWB1289,-14.4285337696,1,14793,1480374.0,urogenital_system,test_dc,-17.245039,2.816505216606055
42583,SUNITINIB,OXALIPLATIN,NCIH23,-18.3491041716,3,42583,905942.0,lung,test_dc,-21.178436,2.8293321076968745
32213,L778123,SUNITINIB,NCIH1650,5.999936514,2,32213,687800.0,lung,test_dc,3.1674352,2.832501344780029
42665,SUNITINIB,SN-38,OV90,-6.5576061752,1,42665,1240197.0,urogenital_system,test_dc,-9.390818,2.833211467011914
2774,CARBOPLATIN,ERLOTINIB,OV90,-11.5626831931,0,2774,1240197.0,urogenital_system,test_dc,-8.715979,2.8467045706634764
1529,AZD1775,MK-4827,A375,20.4302460065,1,1529,906793.0,skin,test_dc,23.282648,2.8524020800478525
27718,DEXAMETHASONE,DASATINIB,SKMEL30,-15.5409231049,4,27718,909726.0,skin,test_dc,-18.39501,2.8540868896068368
27592,DEXAMETHASONE,AZD1775,NCIH23,2.8808238722,4,27592,905942.0,lung,test_dc,0.020937009,2.859886863416779
23511,5-FU,MK-4827,SK-OV-3,-0.0609455568,3,23511,905959.0,urogenital_system,test_dc,2.8021486,2.8630941373511476
4811,DEXAMETHASONE,L778123,NCIH1650,-3.2275192948,3,4811,687800.0,lung,test_dc,-0.3630467,2.864472589077191
17720,PACLITAXEL,DINACICLIB,NCIH1650,-6.3342853661,4,17720,687800.0,lung,test_dc,-9.20694,2.8726543311656254
33321,METFORMIN,ERLOTINIB,NCIH2122,1.3676740617,0,33321,722046.0,lung,test_dc,-1.5070689,2.874742934151782
5214,DEXAMETHASONE,TEMOZOLOMIDE,SK-OV-3,-6.2911920844,0,5214,905959.0,urogenital_system,test_dc,-9.171119,2.8799266518670894
42060,SUNITINIB,AZD1775,NCIH2122,-6.890146387,2,42060,722046.0,lung,test_dc,-9.771238,2.8810919400263675
37574,MK-4827,DASATINIB,LOVO,34.2985317436,2,37574,907790.0,digestive_system,test_dc,37.18362,2.8850887092808577
12043,MITOMYCINE,MK-4827,VCAP,16.5945083389,2,12043,1299075.0,urogenital_system,test_dc,13.707937,2.886571098299413
3195,CARBOPLATIN,SUNITINIB,MDAMB436,0.9452546128,2,3195,1240172.0,breast,test_dc,3.8325644,2.887309741142871
28258,DEXAMETHASONE,TEMOZOLOMIDE,OCUBM,9.0020052119,0,28258,909256.0,breast,test_dc,6.1108565,2.891148678849463
30918,GEMCITABINE,ERLOTINIB,MDAMB436,11.1838667868,1,30918,1240172.0,breast,test_dc,8.286448,2.8974192617755854
4809,DEXAMETHASONE,L778123,MDAMB436,4.53943087,3,4809,1240172.0,breast,test_dc,1.6396651,2.8997657431994632
18114,PACLITAXEL,PD325901,NCIH520,-2.8104686558,4,18114,908443.0,lung,test_dc,-5.717906,2.9074373424299806
4616,DEXAMETHASONE,BORTEZOMIB,NCIH1650,-15.4808506715,3,4616,687800.0,lung,test_dc,-18.391294,2.9104438078701165
21744,VINORELBINE,GELDANAMYCIN,NCIH2122,-37.228315773,2,21744,722046.0,lung,test_dc,-34.311512,2.9168037795917954
40855,PACLITAXEL,GELDANAMYCIN,OCUBM,4.8363704729,2,40855,909256.0,breast,test_dc,1.9145702,2.921800260535803
44425,VINBLASTINE,SUNITINIB,VCAP,6.3440139917,2,44425,1299075.0,urogenital_system,test_dc,9.269832,2.925817665709668
21507,VINORELBINE,AZD1775,MDAMB436,-0.8931716097,4,21507,1240172.0,breast,test_dc,2.0337448,2.9269164217117187
42679,SUNITINIB,SN-38,VCAP,18.6332071198,1,42679,1299075.0,urogenital_system,test_dc,15.705791,2.9274156464113297
44643,VINORELBINE,BORTEZOMIB,NCIH520,-35.3604636398,3,44643,908443.0,lung,test_dc,-38.288174,2.927710035737107
16789,MRK-003,MK-4827,LNCAP,-6.2462318464,0,16789,907788.0,urogenital_system,test_dc,-9.174673,2.928441234044336
29195,ERLOTINIB,BEZ-235,OV90,23.6579838694,0,29195,1240197.0,urogenital_system,test_dc,20.72907,2.9289132059478504
5981,DOXORUBICIN,SUNITINIB,NCIH1650,-1.2461722134,4,5981,687800.0,lung,test_dc,1.6838442,2.930016422117346
31895,L778123,MK-4827,RKO,14.9591489226,3,31895,909698.0,digestive_system,test_dc,17.893698,2.93454881604746
28611,DOXORUBICIN,ERLOTINIB,OVCAR3,-11.4060550688,1,28611,905933.0,urogenital_system,test_dc,-8.469559,2.936496352979688
21350,VINBLASTINE,SUNITINIB,LOVO,-0.2708057087,2,21350,907790.0,digestive_system,test_dc,-3.2453117,2.9745060283605467
23515,5-FU,MK-4827,UACC62,1.3318645202,3,23515,905976.0,skin,test_dc,4.318322,2.9864576615016603
6291,ERLOTINIB,GELDANAMYCIN,MDAMB436,16.8485658852,4,6291,1240172.0,breast,test_dc,13.859096,2.9894703117747063
6822,ETOPOSIDE,ERLOTINIB,A2058,1.9880474087,2,6822,906792.0,skin,test_dc,4.995184,3.0071365360021485
21672,VINORELBINE,DINACICLIB,OVCAR3,-17.9196411267,2,21672,905933.0,urogenital_system,test_dc,-14.911585,3.0080562725740236
3533,CYCLOPHOSPHAMIDE,ERLOTINIB,A375,-4.2310484029,0,3533,906793.0,skin,test_dc,-1.2216198,3.0094285584633544
40792,PACLITAXEL,DINACICLIB,VCAP,-9.0798561277,4,40792,1299075.0,urogenital_system,test_dc,-12.093927,3.014071255722852
6573,ERLOTINIB,TOPOTECAN,OVCAR3,-3.7603294538,3,6573,905933.0,urogenital_system,test_dc,-0.7446761,3.0156533406713377
32329,L778123,VINORELBINE,MSTO,13.9196011195,3,32329,908152.0,lung,test_dc,16.936502,3.0169013371650397
21355,VINBLASTINE,SUNITINIB,NCIH23,-18.8631606254,2,21355,905942.0,lung,test_dc,-21.883795,3.0206341591458994
26799,CYCLOPHOSPHAMIDE,MK-4827,NCIH520,2.8348505592,3,26799,908443.0,lung,test_dc,5.860512,3.0256612205851563
33303,METFORMIN,ERLOTINIB,A2058,4.9388424973,0,33303,906792.0,skin,test_dc,1.9095713,3.0292712072838253
5216,DEXAMETHASONE,TEMOZOLOMIDE,SW837,-23.6850071146,0,5216,909755.0,digestive_system,test_dc,-20.652994,3.032012958716212
37085,MK-4541,PACLITAXEL,SW837,3.8008054924,3,37085,909755.0,digestive_system,test_dc,0.76303613,3.037769360541174
9699,LAPATINIB,MK-4827,T-47D,-6.9637960753,3,9699,905945.0,breast,test_dc,-10.003863,3.0400672593557614
7870,GEMCITABINE,ERLOTINIB,NCIH23,-7.2014358906,1,7870,905942.0,lung,test_dc,-10.2443695,3.0429336162359375
21136,VINBLASTINE,MK-4827,UACC62,-1.6253838079,4,21136,905976.0,skin,test_dc,-4.670617,3.04523329567666
9160,L778123,SUNITINIB,MSTO,4.2866585665,2,9160,908152.0,lung,test_dc,7.3331275,3.046468932126709
34293,METHOTREXATE,MK-4827,MDAMB436,-1.1879375272,0,34293,1240172.0,breast,test_dc,1.86107,3.0490075640881225
42018,SUNITINIB,ABT-888,MDAMB436,6.6237839952,4,42018,1240172.0,breast,test_dc,3.5736234,3.0501605763920168
44163,VINBLASTINE,MK-4827,HCT116,-9.1481598272,4,44163,905936.0,digestive_system,test_dc,-6.0832157,3.064944113699024
8598,L778123,ERLOTINIB,MDAMB436,8.1310440145,0,8598,1240172.0,breast,test_dc,11.197159,3.066114798976562
45685,ZOLINZA,MK-4827,HT144,7.0465798243,1,45685,907067.0,skin,test_dc,3.9755201,3.071059690327832
40769,PACLITAXEL,DINACICLIB,LOVO,-5.7617639532,4,40769,907790.0,digestive_system,test_dc,-8.836807,3.0750432977765625
28110,DEXAMETHASONE,MK-8776,SK-OV-3,12.0819483804,4,28110,905959.0,urogenital_system,test_dc,15.1616,3.079651732515039
31653,L778123,ERLOTINIB,NCIH2122,15.9285591379,0,31653,722046.0,lung,test_dc,12.84811,3.0804489389253913
41061,PACLITAXEL,MK-5108,T-47D,13.492939029,1,41061,905945.0,breast,test_dc,10.412293,3.080645594856934
31334,GEMCITABINE,SUNITINIB,RKO,-10.7329733409,2,31334,909698.0,digestive_system,test_dc,-7.652129,3.0808441676211906
42341,SUNITINIB,LAPATINIB,RKO,7.2885835816,3,42341,909698.0,digestive_system,test_dc,4.206465,3.0821188141439455
26788,CYCLOPHOSPHAMIDE,MK-4827,HT144,-0.3991388952,3,26788,907067.0,skin,test_dc,2.6838381,3.0829770242435792
32233,L778123,SUNITINIB,VCAP,13.581039813,2,32233,1299075.0,urogenital_system,test_dc,16.675497,3.0944572420537106
17856,PACLITAXEL,L778123,UWB1289,12.3586414829,0,17856,1480374.0,urogenital_system,test_dc,15.455913,3.097271107126856
29461,ERLOTINIB,OXALIPLATIN,MSTO,-3.0147035681,1,29461,908152.0,lung,test_dc,-6.1139193,3.099215690017676
24615,AZD1775,MK-4827,UWB1289,66.3561316865,1,24615,1480374.0,urogenital_system,test_dc,69.45651,3.1003807646718684
40974,PACLITAXEL,MK-2206,OVCAR3,0.9647684841,2,40974,905933.0,urogenital_system,test_dc,4.068728,3.103959486023291
29901,ETOPOSIDE,ERLOTINIB,RPMI7951,-0.9330229022,2,29901,910903.0,skin,test_dc,-4.0526714,3.1196485302951174
42198,SUNITINIB,DINACICLIB,A2058,5.6552829372,0,42198,906792.0,skin,test_dc,2.5346856,3.1205973254751465
41182,PACLITAXEL,PD325901,VCAP,5.9292140231,4,41182,1299075.0,urogenital_system,test_dc,9.050809,3.1215948834551757
21987,VINORELBINE,MK-8776,RPMI7951,-15.4764052125,1,21987,910903.0,skin,test_dc,-12.348892,3.127513000585937
11241,METHOTREXATE,MK-4827,MDAMB436,-1.1879375272,0,11241,1240172.0,breast,test_dc,1.9411974,3.129134922524707
22963,ZOLINZA,SUNITINIB,SKMEL30,-7.2857187852,3,22963,909726.0,skin,test_dc,-10.426005,3.140286578264355
33534,METFORMIN,MK-4827,UWB1289,4.1874045403,2,33534,1480374.0,urogenital_system,test_dc,7.330533,3.1431284873489256
28614,DOXORUBICIN,ERLOTINIB,RPMI7951,-7.2039851116,1,28614,910903.0,skin,test_dc,-10.354242,3.150257213229102
18953,SUNITINIB,ABT-888,A375,11.523892862,4,18953,906793.0,skin,test_dc,8.371332,3.1525606934208987
21475,VINORELBINE,ABT-888,OCUBM,-2.3011650785,3,21475,909256.0,breast,test_dc,0.8525889,3.153753970483032
44570,VINORELBINE,AZD1775,RKO,-1.4257800164,4,44570,909698.0,digestive_system,test_dc,1.7308488,3.156628805615088
42108,SUNITINIB,BEZ-235,RPMI7951,13.4063650796,1,42108,910903.0,skin,test_dc,16.568243,3.161877947133398
19404,SUNITINIB,MK-5108,HCT116,11.4341202287,0,19404,905936.0,digestive_system,test_dc,14.597619,3.1634988280016607
37908,MK-4827,PD325901,NCIH520,-8.9266439905,3,37908,908443.0,lung,test_dc,-12.092386,3.1657422552275385
18148,PACLITAXEL,SORAFENIB,MSTO,-12.9965793434,4,18148,908152.0,lung,test_dc,-16.1644,3.1678207573080073
19575,SUNITINIB,PD325901,OVCAR3,16.1201443189,4,19575,905933.0,urogenital_system,test_dc,19.29278,3.172635603585352
5259,DEXAMETHASONE,ZOLINZA,UWB1289,2.558751271,3,5259,1480374.0,urogenital_system,test_dc,5.742505,3.183753802547363
29238,ERLOTINIB,BORTEZOMIB,RPMI7951,-16.8473537424,0,29238,910903.0,skin,test_dc,-13.658501,3.1888530710132805
42713,SUNITINIB,SORAFENIB,SW837,-8.0320038553,3,42713,909755.0,digestive_system,test_dc,-4.8354597,3.196544146132519
27952,DEXAMETHASONE,MK-2206,SKMEL30,22.0691714907,4,27952,909726.0,skin,test_dc,18.869034,3.200137677223438
14957,MK-4827,SORAFENIB,SKMES1,13.183169389,3,14957,909728.0,lung,test_dc,9.982344,3.200825715293945
