Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
DASATINIB,CYCLOPHOSPHAMIDE,RKO,909698,6.4090834445,digestive_system,6.4090834,2.1955867,4.2134967
MK-2206,CARBOPLATIN,RPMI7951,910903,1.4522525502,skin,1.4522525,5.665791,4.2135386
SORAFENIB,PACLITAXEL,RKO,909698,2.0702440798,digestive_system,2.070244,-2.146789,4.2170334
SUNITINIB,DOXORUBICIN,OVCAR3,905933,-9.5464049396,urogenital_system,-9.546405,-13.770028,4.2236233
DINACICLIB,TOPOTECAN,OVCAR3,905933,-13.8991810105,urogenital_system,-13.899181,-9.671879,4.2273026
MK-4827,BEZ-235,OVCAR3,905933,18.8899047583,urogenital_system,18.889904,14.661286,4.2286177
CARBOPLATIN,BEZ-235,SKMEL30,909726,34.9896809976,skin,34.98968,39.219456,4.2297745
CYCLOPHOSPHAMIDE,MK-8776,SKMES1,909728,-2.4612283422,lung,-2.4612284,1.7693944,4.230623
L778123,BORTEZOMIB,LNCAP,907788,-9.2091685805,urogenital_system,-9.209168,-4.9750123,4.234156
ZOLINZA,DASATINIB,RKO,909698,1.0610394554,digestive_system,1.0610394,-3.1768847,4.237924
TEMOZOLOMIDE,PD325901,LNCAP,907788,-5.5161760026,urogenital_system,-5.516176,-1.2752467,4.2409296
OXALIPLATIN,SORAFENIB,LNCAP,907788,-10.8300936121,urogenital_system,-10.830093,-6.582181,4.2479124
PD325901,MK-5108,OVCAR3,905933,7.9931847307,urogenital_system,7.9931846,3.7295659,4.2636185
CYCLOPHOSPHAMIDE,SUNITINIB,RPMI7951,910903,-2.1087676043,skin,-2.1087675,2.1596372,4.268405
GEMCITABINE,MK-2206,RKO,909698,2.6618828169,digestive_system,2.6618829,6.9332356,4.271353
MK-8776,MRK-003,SKMES1,909728,0.869472661,lung,0.8694727,5.142135,4.2726626
DOXORUBICIN,SUNITINIB,OVCAR3,905933,-9.5464049396,urogenital_system,-9.546405,-13.822868,4.2764635
CYCLOPHOSPHAMIDE,L778123,NCIH1650,687800,-1.6007725704,lung,-1.6007726,2.6851485,4.285921
TOPOTECAN,ERLOTINIB,SKMEL30,909726,33.8295741424,skin,33.829575,29.54169,4.2878838
SORAFENIB,MK-8776,SKMEL30,909726,-0.2902706891,skin,-0.2902707,3.9988494,4.28912
SUNITINIB,ZOLINZA,SKMES1,909728,-4.0856763399,lung,-4.085676,-8.377043,4.2913666
OXALIPLATIN,L778123,SKMES1,909728,0.3950685467,lung,0.39506856,-3.902166,4.2972345
MK-4827,BEZ-235,SKMEL30,909726,25.0396981888,skin,25.039698,20.742035,4.2976627
DINACICLIB,MK-8669,SKMES1,909728,2.6997052257,lung,2.6997051,7.0029097,4.3032045
PD325901,DINACICLIB,RPMI7951,910903,-3.5960176843,skin,-3.5960176,0.712214,4.3082314
ABT-888,MITOMYCINE,SKMES1,909728,-0.7110249923,lung,-0.711025,3.6004546,4.3114796
GELDANAMYCIN,TOPOTECAN,LNCAP,907788,-5.3696150058,urogenital_system,-5.369615,-1.0572269,4.3123884
LAPATINIB,DEXAMETHASONE,LNCAP,907788,-15.4149428877,urogenital_system,-15.414943,-11.102518,4.3124247
PD325901,SN-38,NCIH1650,687800,0.1854662136,lung,0.18546622,-4.1320696,4.317536
PD325901,DEXAMETHASONE,LNCAP,907788,7.0382142753,urogenital_system,7.038214,2.7176087,4.3206053
DASATINIB,MK-2206,SKMES1,909728,40.5660064661,lung,40.566006,44.890175,4.324169
GELDANAMYCIN,TOPOTECAN,RPMI7951,910903,-2.5837810515,skin,-2.583781,-6.9092607,4.3254795
LAPATINIB,BORTEZOMIB,SKMES1,909728,-10.95308482,lung,-10.953085,-6.627234,4.325851
CYCLOPHOSPHAMIDE,MK-5108,OVCAR3,905933,2.41501861,urogenital_system,2.4150186,6.7409077,4.325889
MK-8669,PD325901,NCIH1650,687800,24.2160644098,lung,24.216064,28.544699,4.3286343
BEZ-235,CARBOPLATIN,NCIH1650,687800,29.9131551793,lung,29.913155,34.243824,4.3306694
MK-4827,CYCLOPHOSPHAMIDE,SKMES1,909728,2.2486291608,lung,2.248629,-2.0824888,4.3311176
TEMOZOLOMIDE,MK-4541,SKMES1,909728,-7.9402543753,lung,-7.940254,-12.275716,4.3354616
L778123,SUNITINIB,SKMES1,909728,15.3834399576,lung,15.38344,11.04792,4.33552
MITOMYCINE,ABT-888,SKMES1,909728,-0.7110249923,lung,-0.711025,3.6307368,4.3417616
GEMCITABINE,TEMOZOLOMIDE,NCIH1650,687800,-0.3329157526,lung,-0.33291575,-4.6747866,4.341871
OXALIPLATIN,MK-5108,MDAMB436,1240172,-7.2208538329,breast,-7.220854,-11.564422,4.343568
GELDANAMYCIN,BEZ-235,RKO,909698,20.1058498458,digestive_system,20.10585,24.45745,4.3516006
MK-5108,BORTEZOMIB,NCIH1650,687800,-16.5493200647,lung,-16.54932,-12.196062,4.353258
SORAFENIB,PD325901,NCIH1650,687800,18.4295745803,lung,18.429575,22.783485,4.3539104
MK-8669,CARBOPLATIN,LNCAP,907788,20.645745259,urogenital_system,20.645744,16.287169,4.358576
PD325901,DEXAMETHASONE,MDAMB436,1240172,-2.2913515999,breast,-2.2913516,2.0682287,4.35958
ZOLINZA,5-FU,MDAMB436,1240172,4.8604421398,breast,4.860442,9.222714,4.3622723
ABT-888,DEXAMETHASONE,OVCAR3,905933,7.3856446915,urogenital_system,7.385645,3.0225196,4.3631253
ERLOTINIB,GELDANAMYCIN,SKMEL30,909726,5.5273991865,skin,5.527399,1.1640846,4.3633146
GELDANAMYCIN,SN-38,MDAMB436,1240172,9.8076756783,breast,9.807675,14.175825,4.3681498
DASATINIB,ZOLINZA,SKMEL30,909726,5.969783541,skin,5.9697833,1.5938174,4.375966
BEZ-235,OXALIPLATIN,OVCAR3,905933,11.9002493596,urogenital_system,11.9002495,7.516212,4.3840375
METHOTREXATE,PD325901,MDAMB436,1240172,-1.7749700485,breast,-1.77497,-6.162298,4.387328
OXALIPLATIN,ZOLINZA,SKMEL30,909726,-11.6710704586,skin,-11.67107,-7.27554,4.39553
ZOLINZA,BORTEZOMIB,RPMI7951,910903,-1.1887349997,skin,-1.188735,-5.593392,4.404657
OXALIPLATIN,BORTEZOMIB,NCIH1650,687800,-19.2090135213,lung,-19.209013,-14.80188,4.407133
LAPATINIB,DOXORUBICIN,LNCAP,907788,4.3739913549,urogenital_system,4.3739915,-0.039887935,4.4138794
AZD1775,SN-38,MDAMB436,1240172,4.2279741897,breast,4.2279744,8.648677,4.4207025
PD325901,DASATINIB,MDAMB436,1240172,14.8575203797,breast,14.85752,19.279537,4.422017
OXALIPLATIN,AZD1775,RPMI7951,910903,-4.8799960304,skin,-4.879996,-9.302785,4.422789
TEMOZOLOMIDE,CARBOPLATIN,SKMES1,909728,-10.6926833703,lung,-10.692683,-15.116253,4.4235697
MITOMYCINE,TEMOZOLOMIDE,SKMEL30,909726,-3.1073202218,skin,-3.1073203,-7.533277,4.4259567
CARBOPLATIN,SORAFENIB,NCIH1650,687800,-11.7125494774,lung,-11.712549,-16.144571,4.432022
VINORELBINE,MK-8669,MDAMB436,1240172,12.519922655,breast,12.519922,8.080779,4.439143
METHOTREXATE,MK-4541,RPMI7951,910903,3.2782883457,skin,3.2782884,-1.1663756,4.444664
L778123,LAPATINIB,LNCAP,907788,21.5231678419,urogenital_system,21.523169,17.073153,4.450016
MK-4541,DASATINIB,RPMI7951,910903,3.6660368155,skin,3.6660368,-0.7987946,4.4648314
METFORMIN,MK-4827,LNCAP,907788,-2.6143519174,urogenital_system,-2.614352,1.8537627,4.468115
DASATINIB,BORTEZOMIB,SKMEL30,909726,-11.6323367219,skin,-11.632337,-7.1622596,4.470077
PD325901,TOPOTECAN,OVCAR3,905933,10.4657128982,urogenital_system,10.465713,5.9942827,4.47143
MRK-003,MITOMYCINE,MDAMB436,1240172,2.4552000032,breast,2.4552,-2.017525,4.472725
MK-8669,METFORMIN,MDAMB436,1240172,3.5980251233,breast,3.598025,8.073362,4.475337
OXALIPLATIN,MK-4541,RKO,909698,-5.6812308268,digestive_system,-5.681231,-10.158445,4.4772143
GEMCITABINE,DINACICLIB,MDAMB436,1240172,-3.2483947143,breast,-3.2483947,-7.7265735,4.478179
ZOLINZA,OXALIPLATIN,SKMEL30,909726,-11.6710704586,skin,-11.67107,-7.1868405,4.4842296
PD325901,BORTEZOMIB,MDAMB436,1240172,-3.2507008256,breast,-3.2507007,-7.739416,4.488715
PD325901,PACLITAXEL,SKMES1,909728,7.5795282964,lung,7.5795283,3.0898046,4.4897237
MK-8776,MK-4541,OVCAR3,905933,-0.00872283,urogenital_system,-0.00872283,-4.5010934,4.4923706
AZD1775,SORAFENIB,RPMI7951,910903,-4.9417361663,skin,-4.941736,-0.44890776,4.4928284
L778123,ERLOTINIB,NCIH1650,687800,9.8868872058,lung,9.886888,14.381627,4.4947395
MRK-003,BORTEZOMIB,OVCAR3,905933,3.8512508593,urogenital_system,3.851251,-0.64649093,4.4977417
BORTEZOMIB,MK-4827,NCIH1650,687800,-20.6808160052,lung,-20.680817,-25.190792,4.5099754
DEXAMETHASONE,PD325901,MDAMB436,1240172,-2.2913515999,breast,-2.2913516,2.2218966,4.5132484
AZD1775,SUNITINIB,RKO,909698,-7.7370228448,digestive_system,-7.737023,-3.2203445,4.5166783
GEMCITABINE,DASATINIB,SKMEL30,909726,2.3798885956,skin,2.3798885,6.9118395,4.531951
METFORMIN,ABT-888,RKO,909698,-4.9463838901,digestive_system,-4.946384,-9.48206,4.5356765
MK-4827,L778123,RPMI7951,910903,11.2932269138,skin,11.293227,6.754527,4.5387
DEXAMETHASONE,BORTEZOMIB,SKMES1,909728,-11.4348035944,lung,-11.434804,-6.885918,4.548886
LAPATINIB,AZD1775,RPMI7951,910903,19.6184938821,skin,19.618494,15.069033,4.5494614
SORAFENIB,DEXAMETHASONE,RKO,909698,4.9565781641,digestive_system,4.9565783,9.510541,4.5539627
TOPOTECAN,ABT-888,NCIH1650,687800,-16.2852524324,lung,-16.285252,-11.727371,4.5578804
L778123,ZOLINZA,OVCAR3,905933,1.1427079901,urogenital_system,1.142708,5.701021,4.5583134
MRK-003,MK-2206,RPMI7951,910903,20.6598619287,skin,20.659863,16.100544,4.5593185
PD325901,L778123,SKMES1,909728,15.834888942,lung,15.834889,11.272837,4.5620527
AZD1775,CYCLOPHOSPHAMIDE,SKMEL30,909726,9.0472955441,skin,9.047296,4.480806,4.5664897
AZD1775,MRK-003,MDAMB436,1240172,7.9141961748,breast,7.914196,3.3475587,4.566637
ERLOTINIB,SN-38,SKMES1,909728,27.9389079696,lung,27.938908,23.371609,4.567299
DOXORUBICIN,MK-4827,RPMI7951,910903,-9.422881614,skin,-9.422882,-13.991101,4.568219
TOPOTECAN,MK-5108,NCIH1650,687800,8.6656269856,lung,8.665627,13.238101,4.5724745
BEZ-235,MK-4827,NCIH1650,687800,7.6778640734,lung,7.677864,12.251166,4.5733023
ZOLINZA,ABT-888,RPMI7951,910903,11.3748888023,skin,11.374888,6.7959027,4.5789857
BEZ-235,OXALIPLATIN,MDAMB436,1240172,21.4901797843,breast,21.49018,16.910555,4.579624
GELDANAMYCIN,VINBLASTINE,SKMES1,909728,-23.2749998264,lung,-23.275,-27.85665,4.58165
VINBLASTINE,GELDANAMYCIN,NCIH1650,687800,-26.433181606,lung,-26.433182,-31.017069,4.583887
DINACICLIB,5-FU,OVCAR3,905933,2.7064693261,urogenital_system,2.7064693,-1.8828447,4.589314
VINBLASTINE,DINACICLIB,NCIH1650,687800,-21.2003922138,lung,-21.200392,-25.789963,4.589571
ERLOTINIB,MK-8669,OVCAR3,905933,37.0434842408,urogenital_system,37.043484,32.444576,4.5989075
DINACICLIB,PACLITAXEL,OVCAR3,905933,-20.6575225833,urogenital_system,-20.657522,-16.050413,4.607109
METFORMIN,MK-8669,RPMI7951,910903,7.9629772603,skin,7.9629774,3.350991,4.611986
OXALIPLATIN,ERLOTINIB,NCIH1650,687800,-9.1343274824,lung,-9.134328,-13.74894,4.6146126
DASATINIB,OXALIPLATIN,RPMI7951,910903,-4.2310826511,skin,-4.2310824,-8.851817,4.6207347
SORAFENIB,PACLITAXEL,MDAMB436,1240172,-9.1520622608,breast,-9.152062,-4.529224,4.6228385
ZOLINZA,OXALIPLATIN,MDAMB436,1240172,2.1711728948,breast,2.1711729,-2.4537742,4.624947
DINACICLIB,OXALIPLATIN,OVCAR3,905933,-4.7367694563,urogenital_system,-4.7367697,-9.362945,4.626175
MK-4827,BEZ-235,NCIH1650,687800,7.6778640734,lung,7.677864,12.319117,4.6412525
DINACICLIB,MITOMYCINE,SKMEL30,909726,2.721346325,skin,2.7213464,-1.9277341,4.6490803
AZD1775,VINORELBINE,MDAMB436,1240172,-0.8931716097,breast,-0.8931716,-5.554239,4.661067
AZD1775,BORTEZOMIB,SKMEL30,909726,-15.709184993,skin,-15.709185,-11.042909,4.666276
SN-38,MRK-003,SKMES1,909728,6.8416177091,lung,6.8416176,11.507927,4.6663094
TOPOTECAN,BORTEZOMIB,SKMEL30,909726,-4.762114246,skin,-4.762114,-9.433251,4.6711373
ERLOTINIB,SORAFENIB,SKMEL30,909726,8.1257973542,skin,8.125797,3.4546046,4.6711926
BORTEZOMIB,SORAFENIB,RKO,909698,-2.6312824308,digestive_system,-2.6312823,-7.305615,4.6743326
BEZ-235,MK-4827,OVCAR3,905933,18.8899047583,urogenital_system,18.889904,14.212821,4.677083
MK-8669,SUNITINIB,OVCAR3,905933,27.8240810521,urogenital_system,27.824081,23.140676,4.683405
CYCLOPHOSPHAMIDE,MRK-003,MDAMB436,1240172,-5.9759298129,breast,-5.9759297,-1.2856328,4.690297
AZD1775,DOXORUBICIN,SKMEL30,909726,10.5312183702,skin,10.531219,5.839823,4.6913958
SUNITINIB,CYCLOPHOSPHAMIDE,RPMI7951,910903,-2.1087676043,skin,-2.1087675,2.592047,4.7008142
MRK-003,MK-5108,SKMES1,909728,4.5278622056,lung,4.527862,-0.17404553,4.7019076
ZOLINZA,L778123,OVCAR3,905933,1.1427079901,urogenital_system,1.142708,5.8480725,4.7053647
PACLITAXEL,MK-4541,NCIH1650,687800,3.6075165886,lung,3.6075165,-1.0997552,4.7072716
AZD1775,VINBLASTINE,SKMES1,909728,-11.096686949,lung,-11.096687,-6.3882976,4.7083898
MITOMYCINE,AZD1775,MDAMB436,1240172,14.810341068,breast,14.810341,10.098076,4.712265
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,OVCAR3,905933,-10.4257087567,urogenital_system,-10.425709,-5.707875,4.717834
MK-4827,ABT-888,NCIH1650,687800,-15.6508766429,lung,-15.650877,-10.9307785,4.7200985
MK-2206,MK-8776,SKMEL30,909726,11.0333576573,skin,11.033358,15.761373,4.728015
ABT-888,METFORMIN,RPMI7951,910903,-10.6810706245,skin,-10.68107,-5.951648,4.729422
MRK-003,PACLITAXEL,RPMI7951,910903,14.6474197656,skin,14.64742,19.379103,4.731683
MK-4541,ETOPOSIDE,RPMI7951,910903,2.050136031,skin,2.050136,6.785274,4.735138
DEXAMETHASONE,DINACICLIB,NCIH1650,687800,9.5479405185,lung,9.54794,4.8096013,4.738339
DASATINIB,SORAFENIB,NCIH1650,687800,23.6940205053,lung,23.694021,18.95434,4.7396812
OXALIPLATIN,L778123,NCIH1650,687800,4.4379580583,lung,4.4379582,-0.30290586,4.7408643
ERLOTINIB,METHOTREXATE,RPMI7951,910903,-1.0266109899,skin,-1.026611,3.7158914,4.742502
CYCLOPHOSPHAMIDE,MK-8669,MDAMB436,1240172,8.6417959692,breast,8.641796,13.385196,4.7433996
OXALIPLATIN,MK-4541,SKMES1,909728,-5.6665117317,lung,-5.6665115,-10.411988,4.7454767
LAPATINIB,L778123,SKMES1,909728,17.8070704989,lung,17.80707,13.056076,4.7509937
PD325901,5-FU,RPMI7951,910903,0.6327841094,skin,0.6327841,5.388227,4.7554426
MK-4827,MK-2206,MDAMB436,1240172,16.5637648915,breast,16.563765,21.320719,4.756954
SUNITINIB,SN-38,RKO,909698,6.4682812521,digestive_system,6.4682813,11.226572,4.758291
DASATINIB,GEMCITABINE,SKMEL30,909726,2.3798885956,skin,2.3798885,7.1472445,4.767356
ABT-888,OXALIPLATIN,NCIH1650,687800,-17.3877823501,lung,-17.387783,-12.620034,4.767749
BEZ-235,MK-4541,SKMES1,909728,27.2710340445,lung,27.271034,32.039684,4.76865
BORTEZOMIB,MK-2206,MDAMB436,1240172,-16.3703462214,breast,-16.370346,-11.599417,4.7709293
MK-4541,DEXAMETHASONE,SKMEL30,909726,3.6187155985,skin,3.6187155,-1.1531023,4.7718177
DASATINIB,5-FU,SKMES1,909728,2.9818204918,lung,2.9818206,7.7605267,4.778706
LAPATINIB,ERLOTINIB,SKMEL30,909726,-3.9765023956,skin,-3.9765024,0.80482066,4.781323
DEXAMETHASONE,MK-4827,SKMES1,909728,4.2798891272,lung,4.279889,-0.5023942,4.7822833
MK-4541,L778123,LNCAP,907788,5.6350598019,urogenital_system,5.63506,10.417907,4.782847
MK-5108,SN-38,LNCAP,907788,-13.0270032495,urogenital_system,-13.027003,-8.243393,4.7836103
ERLOTINIB,ZOLINZA,NCIH1650,687800,1.2809034228,lung,1.2809035,6.067534,4.7866306
MK-8669,METFORMIN,RPMI7951,910903,7.9629772603,skin,7.9629774,3.1712232,4.7917542
ABT-888,MK-4541,MDAMB436,1240172,4.7276280345,breast,4.727628,-0.06511237,4.792741
BEZ-235,SORAFENIB,SKMES1,909728,2.495699068,lung,2.4956992,7.2888036,4.793104
SORAFENIB,ZOLINZA,SKMEL30,909726,-0.8869147486,skin,-0.88691473,-5.682382,4.7954674
METHOTREXATE,BORTEZOMIB,SKMEL30,909726,-13.3368532786,skin,-13.336853,-18.147146,4.810293
OXALIPLATIN,PD325901,RKO,909698,-5.8979148169,digestive_system,-5.897915,-10.711252,4.8133373
SN-38,PD325901,RPMI7951,910903,-7.1910419427,skin,-7.191042,-2.370533,4.820509
SUNITINIB,MK-5108,RKO,909698,4.8555775444,digestive_system,4.8555775,0.033131883,4.8224454
MK-8776,ZOLINZA,OVCAR3,905933,-3.1032424294,urogenital_system,-3.1032424,1.7202244,4.823467
TOPOTECAN,ABT-888,SKMEL30,909726,-7.161263697,skin,-7.1612635,-11.9862585,4.824995
ABT-888,DOXORUBICIN,NCIH1650,687800,0.0890675324,lung,0.08906753,-4.736416,4.8254833
MK-2206,PD325901,MDAMB436,1240172,11.6501568861,breast,11.650157,16.487545,4.837388
MK-8776,OXALIPLATIN,MDAMB436,1240172,4.9311307704,breast,4.931131,0.090810925,4.84032
AZD1775,MK-4541,SKMES1,909728,6.7458841911,lung,6.7458844,1.8980635,4.8478208
MK-4827,LAPATINIB,RKO,909698,14.1480257737,digestive_system,14.1480255,9.300202,4.847823
SORAFENIB,ERLOTINIB,MDAMB436,1240172,-0.1383704857,breast,-0.13837048,4.7098126,4.848183
GELDANAMYCIN,AZD1775,RKO,909698,3.3570132241,digestive_system,3.3570132,-1.5030527,4.860066
MRK-003,GEMCITABINE,NCIH1650,687800,2.3121757705,lung,2.3121758,-2.549527,4.861703
GELDANAMYCIN,ETOPOSIDE,RPMI7951,910903,-2.2640746943,skin,-2.2640748,2.6068885,4.870963
AZD1775,ABT-888,RKO,909698,-2.0893153178,digestive_system,-2.0893154,-6.961033,4.8717175
CARBOPLATIN,ERLOTINIB,OVCAR3,905933,6.7943712117,urogenital_system,6.794371,1.9168366,4.8775344
MK-5108,TOPOTECAN,RKO,909698,23.4552987437,digestive_system,23.4553,18.577694,4.8776054
ZOLINZA,MK-5108,SKMES1,909728,-5.7218415021,lung,-5.7218413,-0.8438529,4.8779883
SUNITINIB,VINORELBINE,RKO,909698,-11.6061508245,digestive_system,-11.606151,-6.7264223,4.8797283
METFORMIN,MK-4827,RPMI7951,910903,4.1255144774,skin,4.1255145,-0.76142156,4.886936
SUNITINIB,ABT-888,SKMEL30,909726,6.361187479,skin,6.3611875,11.2518,4.890612
MITOMYCINE,SORAFENIB,LNCAP,907788,-20.0678887571,urogenital_system,-20.067888,-24.961267,4.893379
L778123,MK-5108,RPMI7951,910903,2.0350246653,skin,2.0350246,6.930404,4.8953795
GEMCITABINE,AZD1775,SKMEL30,909726,6.8613263661,skin,6.861326,11.759617,4.8982906
ETOPOSIDE,GELDANAMYCIN,RKO,909698,-0.0900627685,digestive_system,-0.09006277,4.809963,4.900026
L778123,PACLITAXEL,MDAMB436,1240172,9.8963942878,breast,9.896395,4.9911447,4.90525
GEMCITABINE,L778123,MDAMB436,1240172,4.0592740103,breast,4.059274,-0.8501692,4.9094434
METHOTREXATE,MK-2206,LNCAP,907788,-8.9453197255,urogenital_system,-8.94532,-4.0284066,4.9169135
METFORMIN,BEZ-235,SKMEL30,909726,24.1983194766,skin,24.19832,29.124083,4.925762
MK-8776,MRK-003,MDAMB436,1240172,9.4198505117,breast,9.41985,4.491389,4.9284616
AZD1775,MK-4827,LNCAP,907788,13.117101442,urogenital_system,13.117102,8.186778,4.9303236
DINACICLIB,GEMCITABINE,MDAMB436,1240172,-3.2483947143,breast,-3.2483947,-8.182888,4.934493
DEXAMETHASONE,ABT-888,SKMEL30,909726,4.1104494249,skin,4.1104493,-0.8260621,4.9365115
AZD1775,DEXAMETHASONE,RKO,909698,7.6620510305,digestive_system,7.662051,2.7163525,4.9456987
ERLOTINIB,CARBOPLATIN,OVCAR3,905933,6.7943712117,urogenital_system,6.794371,1.846318,4.9480534
GEMCITABINE,MK-4541,RKO,909698,-9.0259392195,digestive_system,-9.025939,-4.0767703,4.9491687
MK-4541,L778123,NCIH1650,687800,1.6023440969,lung,1.6023442,6.561846,4.9595017
MK-5108,SN-38,SKMES1,909728,-3.0988130395,lung,-3.098813,-8.059428,4.960615
GELDANAMYCIN,METFORMIN,SKMEL30,909726,-4.3249101067,skin,-4.32491,-9.285958,4.961048
MK-5108,CYCLOPHOSPHAMIDE,OVCAR3,905933,2.41501861,urogenital_system,2.4150186,7.3790817,4.964063
TOPOTECAN,BORTEZOMIB,RKO,909698,-3.2109014177,digestive_system,-3.2109015,-8.186594,4.9756927
METHOTREXATE,MK-5108,RPMI7951,910903,-11.6721519417,skin,-11.672152,-6.6851006,4.987051
DASATINIB,OXALIPLATIN,SKMES1,909728,-2.6116783359,lung,-2.6116784,-7.6049027,4.993224
MRK-003,CARBOPLATIN,MDAMB436,1240172,6.3467084091,breast,6.3467083,1.3444388,5.0022697
ZOLINZA,METFORMIN,SKMES1,909728,7.0879945487,lung,7.0879946,2.0854182,5.0025764
SN-38,ERLOTINIB,MDAMB436,1240172,23.5756500761,breast,23.57565,18.568272,5.0073776
ETOPOSIDE,ABT-888,NCIH1650,687800,2.9659362513,lung,2.9659362,-2.042128,5.0080643
5-FU,GELDANAMYCIN,MDAMB436,1240172,5.7991052293,breast,5.799105,0.7865076,5.0125976
MK-4541,LAPATINIB,NCIH1650,687800,4.0692136545,lung,4.069214,-0.945187,5.014401
VINBLASTINE,L778123,SKMES1,909728,23.1991577244,lung,23.199158,28.21536,5.016203
METHOTREXATE,GELDANAMYCIN,NCIH1650,687800,-14.6184651011,lung,-14.618465,-19.642784,5.0243187
ABT-888,5-FU,RKO,909698,-2.6775877856,digestive_system,-2.6775877,2.3508132,5.028401
ZOLINZA,CARBOPLATIN,MDAMB436,1240172,3.4661930775,breast,3.466193,-1.5623338,5.028527
MK-5108,PD325901,SKMEL30,909726,4.4965635459,skin,4.4965634,-0.5330379,5.029601
MK-4541,MK-4827,RPMI7951,910903,-4.3944250762,skin,-4.394425,-9.424932,5.0305066
SUNITINIB,VINBLASTINE,RKO,909698,-3.0015693039,digestive_system,-3.0015693,2.0362768,5.037846
TOPOTECAN,MK-5108,SKMEL30,909726,19.1338536182,skin,19.133854,14.095408,5.0384455
CYCLOPHOSPHAMIDE,LAPATINIB,MDAMB436,1240172,0.3717760651,breast,0.37177607,5.412262,5.040486
BEZ-235,ZOLINZA,RKO,909698,20.0090540092,digestive_system,20.009054,14.954114,5.05494
SUNITINIB,BORTEZOMIB,NCIH1650,687800,-6.3351975387,lung,-6.3351974,-11.392968,5.0577707
CARBOPLATIN,L778123,RPMI7951,910903,-7.5788002322,skin,-7.5788,-2.5201182,5.058682
ERLOTINIB,AZD1775,SKMES1,909728,13.7514159942,lung,13.751416,8.690393,5.0610228
BEZ-235,METFORMIN,RPMI7951,910903,19.8976224971,skin,19.897623,24.958937,5.0613136
VINBLASTINE,SUNITINIB,OVCAR3,905933,-0.8433360325,urogenital_system,-0.84333605,-5.9066477,5.0633116
VINBLASTINE,MK-2206,OVCAR3,905933,-9.713491058,urogenital_system,-9.713491,-4.6491814,5.06431
MK-8669,PACLITAXEL,OVCAR3,905933,6.3276622898,urogenital_system,6.3276625,11.39429,5.0666275
MK-4827,MK-5108,SKMEL30,909726,16.651181403,skin,16.651182,11.5795555,5.0716267
METHOTREXATE,MK-8669,SKMES1,909728,-6.0195498704,lung,-6.01955,-11.094853,5.0753036
MK-5108,GELDANAMYCIN,SKMES1,909728,0.8107452572,lung,0.81074524,-4.2654533,5.0761986
BEZ-235,MK-4827,SKMEL30,909726,25.0396981888,skin,25.039698,19.959404,5.0802937
SUNITINIB,OXALIPLATIN,OVCAR3,905933,-4.3380315728,urogenital_system,-4.338032,-9.420872,5.08284
LAPATINIB,CYCLOPHOSPHAMIDE,NCIH1650,687800,-7.7411165151,lung,-7.7411165,-2.654663,5.0864534
PD325901,DOXORUBICIN,SKMES1,909728,-5.7758124703,lung,-5.7758126,-0.68934345,5.086469
SORAFENIB,PD325901,SKMEL30,909726,16.7973983479,skin,16.797398,21.889023,5.091625
METHOTREXATE,BORTEZOMIB,SKMES1,909728,-13.2551451926,lung,-13.255145,-18.354033,5.0988874
OXALIPLATIN,ZOLINZA,MDAMB436,1240172,2.1711728948,breast,2.1711729,-2.932204,5.103377
MK-4827,ERLOTINIB,SKMEL30,909726,-3.5900551174,skin,-3.5900552,1.5166395,5.1066947
METFORMIN,GELDANAMYCIN,SKMEL30,909726,-4.3249101067,skin,-4.32491,-9.440229,5.1153193
BORTEZOMIB,METHOTREXATE,SKMEL30,909726,-13.3368532786,skin,-13.336853,-18.457317,5.1204643
5-FU,SUNITINIB,OVCAR3,905933,7.236478142,urogenital_system,7.2364783,2.1082358,5.1282425
PD325901,OXALIPLATIN,MDAMB436,1240172,2.1041814573,breast,2.1041815,-3.0280077,5.1321893
SUNITINIB,PACLITAXEL,SKMEL30,909726,5.0225248396,skin,5.022525,-0.11288135,5.135406
ZOLINZA,ERLOTINIB,NCIH1650,687800,1.2809034228,lung,1.2809035,6.419213,5.1383095
MK-5108,VINORELBINE,RPMI7951,910903,-28.1384532927,skin,-28.138453,-22.999775,5.1386776
SORAFENIB,DOXORUBICIN,LNCAP,907788,-10.7349380675,urogenital_system,-10.734938,-15.874485,5.1395473
MK-5108,SN-38,NCIH1650,687800,-5.1648432485,lung,-5.164843,-10.315921,5.1510777
ZOLINZA,MK-8669,SKMES1,909728,9.5208731184,lung,9.520873,4.365775,5.155098
BEZ-235,L778123,RKO,909698,39.1373658407,digestive_system,39.137367,44.296146,5.158779
L778123,MK-4827,OVCAR3,905933,8.5703272975,urogenital_system,8.570328,3.3954277,5.1749
GEMCITABINE,MK-4827,RKO,909698,-16.4718734707,digestive_system,-16.471874,-11.29145,5.1804247
GEMCITABINE,PD325901,RKO,909698,6.7432344174,digestive_system,6.7432346,1.5560609,5.187174
SORAFENIB,TOPOTECAN,MDAMB436,1240172,-4.8753002067,breast,-4.8753004,0.33227858,5.207579
ZOLINZA,PD325901,RPMI7951,910903,-7.7529425852,skin,-7.7529426,-2.542619,5.2103233
